"Datazone2001","SFI_decilesnum"
"S01003493",10
"S01003494",10
"S01003495",9
"S01003496",10
"S01003497",10
"S01003498",8
"S01003499",10
"S01003500",9
"S01003501",10
"S01003502",6
"S01003503",10
"S01003504",10
"S01003506",10
"S01003507",10
"S01003508",10
"S01003509",10
"S01003510",10
"S01003511",9
"S01003512",9
"S01003513",10
"S01003514",10
"S01003515",8
"S01003516",4
"S01003517",10
"S01003518",10
"S01003519",10
"S01003520",10
"S01003521",10
"S01003522",10
"S01003523",8
"S01003524",9
"S01003525",10
"S01003526",10
"S01003527",3
"S01003528",7
"S01003529",7
"S01003530",10
"S01003531",10
"S01003532",6
"S01003533",10
"S01003534",9
"S01003535",9
"S01003536",9
"S01003537",10
"S01003538",9
"S01003539",8
"S01003540",9
"S01003541",10
"S01003542",9
"S01003543",10
"S01003544",9
"S01003545",9
"S01003546",9
"S01003547",10
"S01003549",9
"S01003550",3
"S01003551",9
"S01003552",10
"S01003553",9
"S01003554",10
"S01003555",10
"S01003556",2
"S01003557",9
"S01003558",9
"S01003559",3
"S01003560",7
"S01003561",10
"S01003562",10
"S01003563",8
"S01003564",9
"S01003565",9
"S01003566",10
"S01003567",9
"S01003568",8
"S01003569",4
"S01003570",4
"S01003571",9
"S01003572",10
"S01003573",8
"S01003574",10
"S01003575",9
"S01003576",10
"S01003577",6
"S01003578",9
"S01003579",9
"S01003580",9
"S01003581",10
"S01003582",10
"S01003583",8
"S01003584",9
"S01003585",10
"S01003586",9
"S01003587",1
"S01003588",5
"S01003589",10
"S01003590",10
"S01003591",2
"S01003592",10
"S01003593",7
"S01003594",8
"S01003595",9
"S01003596",10
"S01003597",5
"S01003598",7
"S01003599",8
"S01003600",9
"S01003601",10
"S01003602",7
"S01003603",8
"S01003604",10
"S01003605",9
"S01003606",7
"S01003607",7
"S01003608",7
"S01003609",7
"S01003610",10
"S01003611",9
"S01003612",9
"S01003613",4
"S01003614",7
"S01003615",8
"S01003616",2
"S01003617",10
"S01003618",6
"S01003619",9
"S01003620",9
"S01003621",8
"S01003622",7
"S01003623",2
"S01003624",9
"S01003625",10
"S01003626",6
"S01003627",9
"S01003628",9
"S01003629",8
"S01003630",8
"S01003631",7
"S01003632",8
"S01003633",9
"S01003634",8
"S01003635",10
"S01003636",9
"S01003637",9
"S01003638",9
"S01003639",7
"S01003640",9
"S01003641",3
"S01003642",7
"S01003643",9
"S01003644",9
"S01003645",8
"S01003646",10
"S01003647",7
"S01003648",10
"S01003649",5
"S01003650",9
"S01003651",9
"S01003652",9
"S01003653",8
"S01003654",8
"S01003655",8
"S01003656",10
"S01003657",8
"S01003658",5
"S01003659",9
"S01003660",2
"S01003661",7
"S01003662",8
"S01003663",9
"S01003664",9
"S01003665",10
"S01003666",9
"S01003667",3
"S01003668",8
"S01003669",7
"S01003670",9
"S01003671",8
"S01003672",9
"S01003673",9
"S01003674",8
"S01003675",10
"S01003676",10
"S01003677",7
"S01003678",7
"S01003679",9
"S01003680",8
"S01003681",7
"S01003682",5
"S01003683",6
"S01003684",7
"S01003685",7
"S01003686",8
"S01003687",9
"S01003688",7
"S01003689",9
"S01003690",9
"S01003691",6
"S01003692",7
"S01003693",8
"S01003694",5
"S01003695",10
"S01003696",7
"S01003697",2
"S01003698",6
"S01003699",4
"S01003700",7
"S01003701",9
"S01003702",9
"S01003703",8
"S01003704",9
"S01003705",9
"S01003706",9
"S01003707",8
"S01003708",9
"S01003709",10
"S01003710",9
"S01003711",9
"S01003712",8
"S01003713",9
"S01003714",7
"S01003715",6
"S01003716",9
"S01003717",8
"S01003718",7
"S01003719",3
"S01003720",4
"S01003721",5
"S01003722",7
"S01003723",2
"S01003724",6
"S01003725",6
"S01003726",8
"S01003727",4
"S01003728",6
"S01003729",8
"S01003730",8
"S01003731",9
"S01003732",4
"S01003733",6
"S01003734",4
"S01003735",3
"S01003736",4
"S01003737",5
"S01003738",2
"S01003739",5
"S01003740",5
"S01003741",3
"S01003742",2
"S01003743",4
"S01003744",3
"S01003745",7
"S01003746",4
"S01003747",5
"S01003748",5
"S01003749",5
"S01003750",6
"S01003751",9
"S01003752",5
"S01003753",4
"S01003754",7
"S01003755",8
"S01003756",5
"S01003757",4
"S01003758",5
"S01003759",6
"S01003760",4
"S01003761",5
"S01003762",3
"S01003763",6
"S01003764",4
"S01003765",7
"S01003766",7
"S01003767",7
"S01003768",2
"S01003769",5
"S01003770",2
"S01003771",4
"S01003772",4
"S01003773",3
"S01003774",5
"S01003775",4
"S01003776",3
"S01003777",2
"S01003778",8
"S01003779",2
"S01003780",3
"S01003781",6
"S01003782",6
"S01003783",7
"S01003784",2
"S01003785",4
"S01003786",2
"S01003787",3
"S01003788",2
"S01003789",2
"S01003790",8
"S01003791",9
"S01003792",8
"S01003793",8
"S01003794",7
"S01003795",4
"S01003796",9
"S01003797",8
"S01003798",3
"S01003799",2
"S01003800",6
"S01003801",6
"S01003802",3
"S01003803",4
"S01003804",8
"S01003805",9
"S01003806",7
"S01003807",3
"S01003808",7
"S01003809",6
"S01003810",3
"S01003811",2
"S01003812",8
"S01003813",4
"S01003814",3
"S01003815",10
"S01003816",4
"S01003817",8
"S01003818",8
"S01003819",4
"S01003820",10
"S01003821",8
"S01003822",9
"S01003823",8
"S01003824",10
"S01003825",5
"S01003826",8
"S01003827",7
"S01003828",4
"S01003829",7
"S01003830",7
"S01003831",5
"S01003832",9
"S01003833",10
"S01003834",6
"S01003835",8
"S01003836",10
"S01003837",9
"S01003838",5
"S01003839",9
"S01003840",6
"S01003841",2
"S01003842",3
"S01003843",3
"S01003844",3
"S01003845",9
"S01003846",3
"S01003847",7
"S01003848",3
"S01003849",9
"S01003850",8
"S01003851",1
"S01003852",6
"S01003853",10
"S01003854",8
"S01003855",8
"S01003856",9
"S01003857",5
"S01003858",5
"S01003859",2
"S01003860",9
"S01003861",8
"S01003862",8
"S01003863",1
"S01003864",3
"S01003865",3
"S01003866",2
"S01003867",5
"S01003868",2
"S01003869",5
"S01003870",4
"S01003871",3
"S01003872",3
"S01003873",3
"S01003874",8
"S01003875",4
"S01003876",2
"S01003877",3
"S01003878",7
"S01003879",1
"S01003880",4
"S01003881",3
"S01003882",7
"S01003883",6
"S01003884",5
"S01003885",4
"S01003886",6
"S01003887",7
"S01003888",3
"S01003889",5
"S01003890",2
"S01003891",2
"S01003892",5
"S01003893",3
"S01003894",9
"S01003895",3
"S01003896",2
"S01003897",3
"S01003898",2
"S01003899",5
"S01003900",9
"S01003901",5
"S01003902",4
"S01003903",3
"S01003904",9
"S01003905",1
"S01003906",6
"S01003907",9
"S01003908",5
"S01003909",1
"S01003910",5
"S01003911",3
"S01003912",3
"S01003913",5
"S01003914",3
"S01003915",6
"S01003916",2
"S01003917",6
"S01003918",4
"S01003919",8
"S01003920",5
"S01003921",6
"S01003922",7
"S01003923",6
"S01003924",9
"S01003925",4
"S01003926",6
"S01003927",3
"S01003928",6
"S01003929",3
"S01003930",6
"S01003931",4
"S01003932",3
"S01003933",4
"S01003934",6
"S01003935",5
"S01003936",2
"S01003937",7
"S01003938",4
"S01003939",2
"S01003940",6
"S01003941",3
"S01003942",7
"S01003943",7
"S01003944",6
"S01003945",3
"S01003946",3
"S01003947",2
"S01003948",5
"S01003949",4
"S01003950",7
"S01003951",5
"S01003952",4
"S01003953",2
"S01003954",5
"S01003955",7
"S01003956",5
"S01003957",6
"S01003958",5
"S01003959",3
"S01003960",4
"S01003961",5
"S01003962",5
"S01003963",1
"S01003964",2
"S01003965",3
"S01003966",4
"S01003967",5
"S01003968",5
"S01003969",4
"S01003970",4
"S01003971",6
"S01003972",2
"S01003973",5
"S01003974",4
"S01003975",2
"S01003976",7
"S01003977",8
"S01003978",8
"S01003979",4
"S01003980",1
"S01003981",7
"S01003982",5
"S01003983",2
"S01003984",7
"S01003985",7
"S01003986",8
"S01003987",3
"S01003988",4
"S01003989",2
"S01003990",5
"S01003991",4
"S01003992",3
"S01003993",2
"S01003994",3
"S01003995",3
"S01003996",2
"S01003997",8
"S01003998",5
"S01003999",5
"S01004000",4
"S01004001",5
"S01004002",8
"S01004003",3
"S01004004",6
"S01004005",4
"S01004006",2
"S01004007",8
"S01004008",2
"S01004009",4
"S01004010",1
"S01004011",3
"S01004012",4
"S01004013",3
"S01004014",4
"S01004015",2
"S01004016",1
"S01004017",4
"S01004018",1
"S01004019",1
"S01004020",3
"S01004021",1
"S01004022",8
"S01004023",5
"S01004024",4
"S01004025",7
"S01004026",6
"S01004027",6
"S01004028",8
"S01004029",5
"S01004030",7
"S01004031",6
"S01004032",8
"S01004033",7
"S01004034",4
"S01004035",5
"S01004036",6
"S01004037",4
"S01004038",5
"S01004039",8
"S01004040",7
"S01004041",8
"S01004042",10
"S01004043",4
"S01004044",9
"S01004045",7
"S01004046",10
"S01004047",9
"S01004048",9
"S01004049",4
"S01004050",9
"S01004051",8
"S01004052",8
"S01004053",8
"S01004054",4
"S01004055",3
"S01004056",4
"S01004057",8
"S01004058",7
"S01004059",8
"S01004060",7
"S01004061",9
"S01004062",4
"S01004063",9
"S01004064",5
"S01004065",10
"S01004066",6
"S01004067",5
"S01004068",9
"S01004069",9
"S01004070",9
"S01004071",8
"S01004072",9
"S01004073",8
"S01004074",8
"S01004075",10
"S01004076",5
"S01004077",4
"S01004078",9
"S01004079",8
"S01004080",9
"S01004081",2
"S01004082",1
"S01004083",9
"S01004084",9
"S01004085",10
"S01004086",9
"S01004087",6
"S01004088",8
"S01004089",7
"S01004090",9
"S01004091",8
"S01004092",10
"S01004093",10
"S01004094",10
"S01004095",9
"S01004096",1
"S01004097",7
"S01004098",2
"S01004099",1
"S01004100",7
"S01004101",9
"S01004102",7
"S01004103",3
"S01004104",2
"S01004105",4
"S01004106",8
"S01004107",2
"S01004108",4
"S01004109",2
"S01004110",8
"S01004111",7
"S01004112",4
"S01004113",5
"S01004114",9
"S01004115",4
"S01004116",4
"S01004117",8
"S01004118",10
"S01004119",9
"S01004120",3
"S01004121",7
"S01004122",4
"S01004123",3
"S01004124",2
"S01004125",3
"S01004126",8
"S01004127",1
"S01004128",1
"S01004129",3
"S01004130",2
"S01004131",8
"S01004132",6
"S01004133",4
"S01004134",1
"S01004135",8
"S01004136",7
"S01004137",6
"S01004138",8
"S01004139",4
"S01004140",3
"S01004141",2
"S01004142",2
"S01004143",3
"S01004144",3
"S01004145",4
"S01004146",3
"S01004147",4
"S01004148",1
"S01004149",6
"S01004150",3
"S01004151",1
"S01004152",6
"S01004153",7
"S01004154",2
"S01004155",6
"S01004156",7
"S01004157",1
"S01004158",7
"S01004159",5
"S01004160",4
"S01004161",7
"S01004162",3
"S01004163",5
"S01004164",4
"S01004165",2
"S01004166",4
"S01004167",6
"S01004168",5
"S01004169",6
"S01004170",5
"S01004171",3
"S01004172",7
"S01004173",4
"S01004174",3
"S01004175",5
"S01004176",1
"S01004177",5
"S01004178",5
"S01004179",2
"S01004180",1
"S01004181",4
"S01004182",7
"S01004183",2
"S01004184",7
"S01004185",6
"S01004186",9
"S01004187",3
"S01004188",6
"S01004189",1
"S01004190",5
"S01004191",7
"S01004192",7
"S01004193",4
"S01004194",6
"S01004195",6
"S01004196",8
"S01004197",8
"S01004198",6
"S01004199",3
"S01004200",1
"S01004201",3
"S01004202",1
"S01004203",4
"S01004204",1
"S01004205",5
"S01004206",1
"S01004207",5
"S01004208",4
"S01004209",2
"S01004210",4
"S01004211",2
"S01004212",3
"S01004213",5
"S01004214",1
"S01004215",1
"S01004216",2
"S01004217",6
"S01004218",3
"S01004219",4
"S01004220",2
"S01004221",2
"S01004222",10
"S01004223",8
"S01004224",5
"S01004225",9
"S01004226",7
"S01004227",4
"S01004228",4
"S01004229",3
"S01004230",5
"S01004231",5
"S01004232",2
"S01004233",6
"S01004234",2
"S01004235",3
"S01004236",4
"S01004237",3
"S01004238",5
"S01004239",4
"S01004240",3
"S01004241",3
"S01004242",7
"S01004243",2
"S01004244",5
"S01004245",4
"S01004246",3
"S01004247",7
"S01004248",5
"S01004249",6
"S01004250",4
"S01004251",4
"S01004252",2
"S01004253",3
"S01004254",3
"S01004255",7
"S01004256",6
"S01004257",2
"S01004258",2
"S01004259",7
"S01004260",2
"S01004261",6
"S01004262",8
"S01004263",6
"S01004264",4
"S01004265",7
"S01004266",6
"S01004267",1
"S01004268",6
"S01004269",5
"S01004270",9
"S01004271",8
"S01004272",2
"S01004273",1
"S01004274",5
"S01004275",3
"S01004276",8
"S01004277",1
"S01004278",4
"S01004279",7
"S01004280",3
"S01004281",5
"S01004282",6
"S01004283",5
"S01004284",6
"S01004285",10
"S01004286",7
"S01004287",2
"S01004288",3
"S01004289",5
"S01004290",5
"S01004291",4
"S01004292",5
"S01004293",3
"S01004294",7
"S01004295",8
"S01004296",6
"S01004297",7
"S01004298",3
"S01004299",10
"S01004300",10
"S01004301",2
"S01004302",1
"S01004303",7
"S01004304",8
"S01004305",8
"S01004306",6
"S01004307",8
"S01004308",5
"S01004309",2
"S01004310",6
"S01004311",7
"S01004312",7
"S01004313",5
"S01004314",3
"S01004315",3
"S01004316",1
"S01004317",3
"S01004318",7
"S01004319",2
"S01004320",4
"S01004321",6
"S01004322",4
"S01004323",6
"S01004324",4
"S01004325",6
"S01004326",2
"S01004327",3
"S01004328",3
"S01004329",4
"S01004330",4
"S01004331",5
"S01004332",1
"S01004333",3
"S01004334",6
"S01004335",3
"S01004336",5
"S01004337",6
"S01004338",3
"S01004339",3
"S01004340",6
"S01004341",5
"S01004342",9
"S01004343",5
"S01004344",7
"S01004345",5
"S01004346",4
"S01004347",4
"S01004348",9
"S01004349",4
"S01004350",4
"S01004351",6
"S01004352",4
"S01004353",6
"S01004354",7
"S01004355",2
"S01004356",6
"S01004357",1
"S01004358",1
"S01004359",5
"S01004360",7
"S01004361",7
"S01004362",7
"S01004363",9
"S01004364",9
"S01004365",7
"S01004366",5
"S01004367",6
"S01004368",9
"S01004369",5
"S01004370",1
"S01004371",8
"S01004372",3
"S01004373",6
"S01004374",9
"S01004375",6
"S01004376",6
"S01004377",9
"S01004378",5
"S01004379",6
"S01004380",9
"S01004381",6
"S01004382",7
"S01004383",5
"S01004384",5
"S01004385",5
"S01004386",3
"S01004387",7
"S01004388",9
"S01004389",3
"S01004390",6
"S01004391",2
"S01004392",6
"S01004393",7
"S01004394",8
"S01004395",8
"S01004396",5
"S01004397",1
"S01004398",4
"S01004399",9
"S01004400",5
"S01004401",1
"S01004402",7
"S01004403",4
"S01004404",3
"S01004405",3
"S01004406",8
"S01004407",8
"S01004408",1
"S01004409",5
"S01004410",8
"S01004411",8
"S01004412",9
"S01004413",9
"S01004414",10
"S01004415",9
"S01004416",7
"S01004417",9
"S01004418",5
"S01004419",6
"S01004420",3
"S01004421",10
"S01004422",8
"S01004423",7
"S01004424",8
"S01004425",2
"S01004426",3
"S01004427",8
"S01004428",9
"S01004429",8
"S01004430",7
"S01004431",10
"S01004432",5
"S01004433",4
"S01004434",6
"S01004435",6
"S01004436",6
"S01004437",7
"S01004438",7
"S01004439",7
"S01004440",6
"S01004441",1
"S01004442",7
"S01004443",7
"S01004444",8
"S01004445",8
"S01004446",7
"S01004447",7
"S01004448",2
"S01004449",7
"S01004450",8
"S01004451",8
"S01004452",4
"S01004453",1
"S01004454",5
"S01004455",2
"S01004456",3
"S01004457",7
"S01004458",8
"S01004459",4
"S01004460",1
"S01004461",1
"S01004462",2
"S01004463",3
"S01004464",6
"S01004465",2
"S01004466",4
"S01004467",8
"S01004468",2
"S01004469",6
"S01004470",1
"S01004471",2
"S01004472",1
"S01004473",1
"S01004474",6
"S01004475",2
"S01004476",6
"S01004477",4
"S01004478",6
"S01004479",3
"S01004480",5
"S01004481",5
"S01004482",8
"S01004483",7
"S01004484",3
"S01004485",3
"S01004486",2
"S01004487",6
"S01004488",5
"S01004489",2
"S01004490",1
"S01004491",8
"S01004492",5
"S01004493",4
"S01004494",6
"S01004495",7
"S01004496",8
"S01004497",8
"S01004498",6
"S01004499",4
"S01004500",1
"S01004501",8
"S01004502",2
"S01004503",8
"S01004504",6
"S01004505",5
"S01004506",4
"S01004507",6
"S01004508",4
"S01004509",3
"S01004510",3
"S01004511",8
"S01004512",2
"S01004513",8
"S01004514",4
"S01004515",10
"S01004516",5
"S01004517",10
"S01004518",3
"S01004519",6
"S01004520",7
"S01004521",1
"S01004522",1
"S01004523",2
"S01004524",1
"S01004525",2
"S01004526",1
"S01004527",7
"S01004528",5
"S01004529",2
"S01004530",2
"S01004531",4
"S01004532",8
"S01004533",9
"S01004534",5
"S01004535",3
"S01004536",5
"S01004537",6
"S01004538",7
"S01004539",5
"S01004540",6
"S01004541",6
"S01004542",1
"S01004543",5
"S01004544",7
"S01004545",8
"S01004546",8
"S01004547",8
"S01004548",8
"S01004549",4
"S01004550",9
"S01004551",3
"S01004552",9
"S01004553",4
"S01004554",6
"S01004555",5
"S01004556",8
"S01004557",3
"S01004558",7
"S01004559",5
"S01004560",8
"S01004561",8
"S01004562",5
"S01004563",2
"S01004564",2
"S01004565",1
"S01004566",4
"S01004567",8
"S01004568",4
"S01004569",8
"S01004570",1
"S01004571",4
"S01004572",6
"S01004573",4
"S01004574",2
"S01004575",8
"S01004576",2
"S01004577",4
"S01004578",1
"S01004579",9
"S01004580",6
"S01004581",7
"S01004582",4
"S01004583",9
"S01004584",7
"S01004585",6
"S01004586",2
"S01004587",9
"S01004588",5
"S01004589",5
"S01004590",7
"S01004591",4
"S01004592",4
"S01004593",5
"S01004594",9
"S01004595",4
"S01004596",9
"S01004597",3
"S01004598",4
"S01004599",4
"S01004600",6
"S01004601",7
"S01004602",1
"S01004603",8
"S01004604",8
"S01004605",7
"S01004606",5
"S01004607",7
"S01004608",3
"S01004609",7
"S01004610",6
"S01004611",5
"S01004612",7
"S01004613",5
"S01004614",5
"S01004615",5
"S01004616",2
"S01004617",9
"S01004618",8
"S01004619",8
"S01004620",10
"S01004621",5
"S01004622",5
"S01004623",7
"S01004624",8
"S01004625",6
"S01004626",5
"S01004627",8
"S01004628",8
"S01004629",2
"S01004630",5
"S01004631",7
"S01004632",6
"S01004633",5
"S01004634",2
"S01004635",8
"S01004636",8
"S01004637",3
"S01004638",7
"S01004639",6
"S01004640",6
"S01004641",5
"S01004642",6
"S01004643",7
"S01004644",5
"S01004645",8
"S01004646",4
"S01004647",6
"S01004648",8
"S01004649",9
"S01004650",6
"S01004651",7
"S01004652",8
"S01004653",6
"S01004654",4
"S01004655",9
"S01004656",8
"S01004657",3
"S01004658",5
"S01004659",3
"S01004660",2
"S01004661",9
"S01004662",7
"S01004663",3
"S01004664",4
"S01004665",8
"S01004666",4
"S01004667",8
"S01004668",4
"S01004669",6
"S01004670",8
"S01004671",6
"S01004672",4
"S01004673",8
"S01004674",4
"S01004675",3
"S01004676",5
"S01004677",6
"S01004678",2
"S01004679",6
"S01004680",9
"S01004681",6
"S01004682",8
"S01004683",3
"S01004684",5
"S01004685",7
"S01004686",7
"S01004687",5
"S01004688",2
"S01004689",5
"S01004690",5
"S01004691",1
"S01004692",5
"S01004693",2
"S01004694",6
"S01004695",1
"S01004696",6
"S01004697",1
"S01004698",2
"S01004699",6
"S01004700",4
"S01004701",2
"S01004702",4
"S01004703",3
"S01004704",6
"S01004705",4
"S01004706",1
"S01004707",4
"S01004708",6
"S01004709",2
"S01004710",7
"S01004711",7
"S01004712",6
"S01004713",6
"S01004714",6
"S01004715",3
"S01004716",5
"S01004717",5
"S01004718",5
"S01004719",5
"S01004720",5
"S01004721",2
"S01004722",7
"S01004723",2
"S01004724",5
"S01004725",6
"S01004726",5
"S01004727",8
"S01004728",2
"S01004729",6
"S01004730",8
"S01004731",3
"S01004732",4
"S01004733",7
"S01004734",8
"S01004735",3
"S01004736",5
"S01004737",6
"S01004738",9
"S01004739",1
"S01004740",2
"S01004741",5
"S01004742",5
"S01004743",2
"S01004744",7
"S01004745",9
"S01004746",7
"S01004747",1
"S01004748",8
"S01004749",4
"S01004750",8
"S01004751",9
"S01004752",8
"S01004753",6
"S01004754",4
"S01004755",7
"S01004756",4
"S01004757",7
"S01004758",4
"S01004759",5
"S01004760",7
"S01004761",8
"S01004762",5
"S01004763",3
"S01004764",6
"S01004765",8
"S01004766",7
"S01004767",5
"S01004768",6
"S01004769",4
"S01004770",9
"S01004771",4
"S01004772",8
"S01004773",7
"S01004774",1
"S01004775",10
"S01004776",4
"S01004777",1
"S01004778",7
"S01004779",7
"S01004780",5
"S01004781",8
"S01004782",7
"S01004783",3
"S01004784",9
"S01004785",6
"S01004786",7
"S01004787",9
"S01004788",1
"S01004789",9
"S01004790",1
"S01004791",9
"S01004792",8
"S01004793",6
"S01004794",7
"S01004795",6
"S01004796",6
"S01004797",6
"S01004798",9
"S01004799",8
"S01004800",6
"S01004801",8
"S01004802",5
"S01004803",9
"S01004804",8
"S01004805",9
"S01004806",5
"S01004807",9
"S01004808",9
"S01004809",7
"S01004810",8
"S01004811",5
"S01004812",8
"S01004813",4
"S01004814",4
"S01004815",4
"S01004816",8
"S01004817",8
"S01004818",6
"S01004819",7
"S01004820",6
"S01004821",6
"S01004822",6
"S01004823",5
"S01004824",4
"S01004825",7
"S01004826",9
"S01004827",7
"S01004828",3
"S01004829",6
"S01004830",6
"S01004831",1
"S01004832",4
"S01004833",6
"S01004834",5
"S01004835",2
"S01004836",2
"S01004837",4
"S01004838",3
"S01004839",6
"S01004840",5
"S01004841",5
"S01004842",1
"S01004843",8
"S01004844",5
"S01004845",7
"S01004846",7
"S01004847",2
"S01004848",1
"S01004849",8
"S01004850",3
"S01004851",6
"S01004852",8
"S01004853",3
"S01004854",3
"S01004855",7
"S01004856",2
"S01004857",3
"S01004858",2
"S01004859",2
"S01004860",1
"S01004861",1
"S01004862",3
"S01004863",3
"S01004864",1
"S01004865",3
"S01004866",4
"S01004867",1
"S01004868",8
"S01004869",1
"S01004870",3
"S01004871",8
"S01004872",6
"S01004873",4
"S01004874",9
"S01004875",8
"S01004876",6
"S01004877",3
"S01004878",8
"S01004879",8
"S01004880",8
"S01004881",4
"S01004882",6
"S01004883",3
"S01004884",1
"S01004885",7
"S01004886",9
"S01004887",1
"S01004888",2
"S01004889",6
"S01004890",10
"S01004891",9
"S01004892",1
"S01004893",7
"S01004894",9
"S01004895",7
"S01004896",4
"S01004897",1
"S01004898",8
"S01004899",4
"S01004900",1
"S01004901",10
"S01004902",8
"S01004903",1
"S01004904",9
"S01004905",8
"S01004906",9
"S01004907",1
"S01004908",5
"S01004909",5
"S01004910",3
"S01004911",1
"S01004912",7
"S01004913",5
"S01004914",7
"S01004915",8
"S01004916",7
"S01004917",1
"S01004918",2
"S01004919",7
"S01004920",7
"S01004921",9
"S01004922",1
"S01004923",3
"S01004924",3
"S01004925",5
"S01004926",1
"S01004927",2
"S01004928",1
"S01004929",1
"S01004930",7
"S01004931",6
"S01004932",8
"S01004933",4
"S01004934",7
"S01004935",1
"S01004936",8
"S01004937",8
"S01004938",6
"S01004939",7
"S01004940",4
"S01004941",6
"S01004942",2
"S01004943",2
"S01004944",2
"S01004945",6
"S01004946",1
"S01004947",3
"S01004948",9
"S01004949",3
"S01004950",5
"S01004951",8
"S01004952",4
"S01004953",8
"S01004954",7
"S01004955",5
"S01004956",4
"S01004957",2
"S01004958",8
"S01004959",10
"S01004960",8
"S01004961",8
"S01004962",2
"S01004963",6
"S01004964",3
"S01004965",2
"S01004966",2
"S01004967",1
"S01004968",4
"S01004969",4
"S01004970",3
"S01004971",3
"S01004972",4
"S01004973",2
"S01004974",1
"S01004975",1
"S01004976",4
"S01004977",6
"S01004978",3
"S01004979",1
"S01004980",3
"S01004981",2
"S01004982",1
"S01004983",4
"S01004984",2
"S01004985",5
"S01004986",2
"S01004987",1
"S01004988",2
"S01004989",7
"S01004990",1
"S01004991",3
"S01004992",4
"S01004993",1
"S01004994",5
"S01004995",8
"S01004996",7
"S01004997",5
"S01004998",2
"S01004999",7
"S01005000",4
"S01005001",4
"S01005002",3
"S01005003",6
"S01005004",1
"S01005005",3
"S01005006",7
"S01005007",4
"S01005008",7
"S01005009",1
"S01005010",6
"S01005011",6
"S01005012",9
"S01005013",2
"S01005014",6
"S01005015",6
"S01005016",8
"S01005017",1
"S01005018",4
"S01005019",10
"S01005020",5
"S01005021",2
"S01005022",5
"S01005023",8
"S01005024",5
"S01005025",5
"S01005026",1
"S01005027",6
"S01005028",5
"S01005029",9
"S01005030",2
"S01005031",10
"S01005032",5
"S01005033",1
"S01005034",1
"S01005035",4
"S01005036",3
"S01005037",10
"S01005038",1
"S01005039",2
"S01005040",10
"S01005041",10
"S01005042",1
"S01005043",6
"S01005044",9
"S01005045",2
"S01005046",5
"S01005047",10
"S01005048",1
"S01005049",10
"S01005050",8
"S01005051",2
"S01005052",2
"S01005053",9
"S01005054",4
"S01005055",6
"S01005056",10
"S01005057",7
"S01005058",9
"S01005059",6
"S01005060",7
"S01005061",6
"S01005062",8
"S01005063",3
"S01005064",3
"S01005065",9
"S01005066",8
"S01005067",9
"S01005068",3
"S01005069",7
"S01005070",9
"S01005071",7
"S01005072",7
"S01005073",6
"S01005074",2
"S01005075",8
"S01005076",7
"S01005077",4
"S01005078",7
"S01005079",7
"S01005080",5
"S01005081",6
"S01005082",3
"S01005083",6
"S01005084",7
"S01005085",7
"S01005086",5
"S01005087",4
"S01005088",2
"S01005089",3
"S01005090",3
"S01005091",1
"S01005092",4
"S01005093",5
"S01005094",2
"S01005095",4
"S01005096",4
"S01005097",2
"S01005098",3
"S01005099",2
"S01005100",2
"S01005101",7
"S01005102",4
"S01005103",6
"S01005104",8
"S01005105",6
"S01005106",6
"S01005107",2
"S01005108",3
"S01005109",1
"S01005110",6
"S01005111",3
"S01005112",3
"S01005113",4
"S01005114",7
"S01005115",7
"S01005116",8
"S01005117",2
"S01005118",5
"S01005119",1
"S01005120",2
"S01005121",3
"S01005122",3
"S01005123",2
"S01005124",4
"S01005125",10
"S01005126",2
"S01005127",7
"S01005128",5
"S01005129",3
"S01005130",7
"S01005131",5
"S01005132",5
"S01005133",4
"S01005134",5
"S01005135",4
"S01005136",8
"S01005137",6
"S01005138",6
"S01005139",8
"S01005140",4
"S01005141",5
"S01005142",3
"S01005143",7
"S01005144",6
"S01005145",6
"S01005146",5
"S01005147",7
"S01005148",4
"S01005149",5
"S01005150",3
"S01005151",3
"S01005152",2
"S01005153",1
"S01005154",2
"S01005155",2
"S01005156",5
"S01005157",7
"S01005158",3
"S01005159",6
"S01005160",5
"S01005161",5
"S01005162",8
"S01005163",7
"S01005164",6
"S01005165",6
"S01005166",7
"S01005167",8
"S01005168",3
"S01005169",2
"S01005170",2
"S01005171",8
"S01005172",1
"S01005173",4
"S01005174",8
"S01005175",8
"S01005176",8
"S01005177",9
"S01005178",5
"S01005179",6
"S01005180",2
"S01005181",1
"S01005182",8
"S01005183",7
"S01005184",9
"S01005185",7
"S01005186",7
"S01005187",5
"S01005188",1
"S01005189",8
"S01005190",2
"S01005191",8
"S01005192",5
"S01005193",1
"S01005194",4
"S01005195",1
"S01005196",8
"S01005197",9
"S01005198",3
"S01005199",5
"S01005200",3
"S01005201",7
"S01005202",7
"S01005203",3
"S01005204",2
"S01005205",7
"S01005206",3
"S01005207",7
"S01005208",9
"S01005209",7
"S01005210",9
"S01005211",9
"S01005212",6
"S01005213",4
"S01005214",10
"S01005215",7
"S01005216",8
"S01005217",6
"S01005218",9
"S01005219",7
"S01005220",7
"S01005221",3
"S01005222",8
"S01005223",7
"S01005224",1
"S01005225",5
"S01005226",8
"S01005227",9
"S01005228",2
"S01005229",10
"S01005230",6
"S01005231",8
"S01005232",9
"S01005233",9
"S01005234",9
"S01005235",8
"S01005236",5
"S01005237",1
"S01005238",4
"S01005239",10
"S01005240",10
"S01005241",1
