DataZone2001,simd2012score,simd2012rank,simd2012_sc_quintile,simd2012_sc_decile,simd2012_hb2006_quintile,simd2012_hb2006_decile,simd2012_hb2014_quintile,simd2012_hb2014_decile,simd2012_ca_quintile,simd2012_ca_decile,simd2012_chp2007_quintile,simd2012_chp2007_decile,simd2012_chp2011_quintile,simd2012_chp2011_decile,simd2012_chp2011sub_quintile,simd2012_chp2011sub_decile,simd2012_chp2012_quintile,simd2012_chp2012_decile,simd2012tp15,simd2012bt15,simd2012_inc_rate,simd2012_inc_dep_N,simd2012_inc_rank,simd2012_emp_rate,simd2012_emp_dep_N,simd2012_emp_rank,simd2012_hlth_score,simd2012_hlth_rank,simd2012_educ_score,simd2012_educ_rank,simd2012_house_score,simd2012_house_rank,simd2012_access_score,simd2012_access_rank,simd2012_crime_score,simd2012_crime_rank,total_pop_2010
S01000747,27.63317567,1803,2,3,1,2,1,2,1,2,1,2,1,2,1,2,1,2,0,0,20,120,1572,20,70,1405,0.530778978,1787,-0.093924257,3424,19.49458484,2396,1.049135704,6281,885,630,598
S01000748,55.01658229,352,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,31,145,413,33,80,260,1.656467918,167,0.652213827,1613,31.99329983,976,2.251899919,6014,1322,237,467
S01000749,62.53420354,191,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,40,200,104,34,110,188,1.335991496,390,1.108054972,705,20.57245081,2183,8.168561924,4688,921,575,510
S01000750,15.45272904,3510,3,6,3,5,3,5,3,5,3,5,3,5,3,5,3,5,0,0,14,100,2790,12,50,2892,-0.013998587,3265,-0.516031902,4580,13.83285303,3816,7.220202045,4904,321,2984,754
S01000751,9.651977466,4811,4,8,5,9,5,9,5,9,5,9,5,9,5,9,5,9,0,0,4,25,5665,7,25,4554,-0.546035697,4700,-0.943749781,5575,4.488078541,5994,47.07753995,721,228,3826,693
S01000752,43.28163428,757,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,29,265,617,28,155,545,1.125511732,632,0.582943432,1802,20.36290323,2226,9.634133057,4395,445,2099,935
S01000753,18.57993403,2978,3,5,2,4,2,4,2,4,2,4,2,4,2,4,2,4,0,0,14,85,2649,11,45,3150,-0.341497014,4164,-0.058620193,3332,20.89783282,2121,43.79084598,837,108,5349,602
S01000754,19.3370226,2862,3,5,2,4,2,4,2,3,2,3,2,3,2,3,2,3,0,0,12,85,3115,16,45,2046,0.461308198,1978,0.028572311,3115,11.82108626,4385,12.54930314,3845, ,5995,701
S01000755,15.80768913,3448,3,6,3,5,3,5,3,5,3,5,3,5,3,5,3,5,0,0,6,50,4726,7,35,4457,-0.571524431,4766,-0.281423213,3954,23.23232323,1770,84.42508871,71,190,4275,779
S01000756,16.68921062,3276,3,5,3,5,3,5,2,4,2,4,2,4,2,4,2,4,0,0,11,115,3291,12,70,3027,0.167819715,2742,-0.16628283,3614,13.46733668,3932,24.19075774,2170,199,4140,1020
S01000757,17.53857104,3146,3,5,2,4,2,4,2,4,2,4,2,4,2,4,2,4,0,0,10,85,3637,12,50,3083,0.191419996,2692,-0.102277574,3440,9.90990991,4906,32.79637227,1430,412,2303,876
S01000758,8.923432539,4974,4,8,5,9,5,9,5,9,5,9,5,9,5,9,5,9,0,0,3,35,6029,5,35,5589,-0.359271367,4216,-1.09179369,5799,5.767250257,5756,55.87008461,510,259,3506,1263
S01000759,26.98067416,1875,2,3,1,2,1,2,1,2,1,2,1,2,1,2,1,2,0,0,19,185,1751,16,90,2034,0.242341305,2542,0.248716214,2589,18.23647295,2669,45.94902677,758,330,2902,987
S01000760,10.74543984,4558,4,7,5,9,5,9,5,9,5,9,5,9,5,9,5,9,0,0,4,20,5426,9,25,3827,-0.673271623,5030,-0.486042992,4501,14.15929204,3706,41.96295914,920, ,5960,513
S01000761,12.31198449,4180,4,7,4,7,4,7,4,8,4,8,4,8,4,8,4,8,0,0,8,50,4190,9,30,3820,-0.672160075,5027,-0.660082604,4971,13.03630363,4055,41.54108844,943,171,4496,621
S01000762,5.859136373,5706,5,9,5,10,5,10,5,10,5,10,5,10,5,10,5,10,0,1,3,20,5967,4,15,5982,-0.864728825,5437,-0.587553851,4759,5.671641791,5773,31.05899552,1535,118,5197,624
S01000763,12.2133557,4204,4,7,4,7,4,7,4,8,4,8,4,8,4,8,4,8,0,0,4,35,5440,4,20,5708,-0.514412674,4627,-0.941131346,5569,22.14452214,1923,88.46473303,51, ,6064,775
S01000764,7.228497441,5375,5,9,5,10,5,10,5,10,5,10,5,10,5,10,5,10,0,0,6,40,4816,5,20,5238,-0.576930801,4784,-0.695829007,5052,11.57142857,4462,14.61521742,3481,267,3428,664
S01000765,7.331233578,5345,5,9,5,10,5,10,5,10,5,10,5,10,5,10,5,10,0,0,4,30,5447,3,15,6049,-0.837120733,5380,-0.396336135,4268,5.365126677,5829,33.91144934,1352,227,3836,708
S01000766,12.8137455,4075,4,7,4,7,4,7,4,7,4,7,4,7,4,7,4,7,0,0,9,55,4032,12,45,2911,-0.017735128,3277,-0.4924295,4523,9.478021978,5020,7.721965477,4790,241,3687,658
S01000767,63.96413429,170,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,36,240,204,34,150,189,1.622861971,183,1.232350298,530,24.66442953,1622,14.80542334,3445,1305,248,665
S01000768,23.17420735,2290,2,4,1,2,1,2,1,2,1,2,1,2,1,2,1,2,0,0,15,115,2446,16,75,2079,0.372473112,2208,0.369096065,2289,27.11864407,1354,1.463607019,6186,807,775,775
S01000769,27.91309995,1778,2,3,1,2,1,2,1,2,1,2,1,2,1,2,1,2,0,0,17,130,2123,19,100,1627,0.645593259,1532,0.026640945,3122,38.53403141,655,1.700449494,6129,1902,85,787
S01000770,51.00251608,465,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,32,180,351,28,90,510,1.165393477,577,0.917930853,1052,19.32773109,2426,21.05585365,2546,904,604,551
S01000771,10.42192523,4639,4,8,5,9,5,9,5,9,5,9,5,9,5,9,5,9,0,0,7,60,4628,8,40,4208,-0.062856402,3401,-0.613781606,4826,14.08450704,3729,12.54942881,3844,415,2280,886
S01000772,8.907651436,4978,4,8,5,9,5,9,5,9,5,9,5,9,5,9,5,9,0,0,6,35,4946,7,20,4507,-0.014680245,3267,-1.19958563,5934,7.230769231,5480,14.9183284,3424,354,2708,655
S01000773,12.74970465,4089,4,7,4,7,4,7,4,7,4,7,4,7,4,7,4,7,0,0,9,70,3903,9,35,3790,-0.37809783,4251,-0.343569027,4127,12.15053763,4298,29.39630481,1646,148,4794,793
S01000774,20.91479406,2616,2,4,2,3,2,3,2,3,2,3,2,3,2,3,2,3,0,0,13,70,2889,11,35,3195,0.702707218,1402,0.241804861,2606,4.180602007,6063,31.56450948,1508,241,3690,554
S01000775,6.520242627,5553,5,9,5,10,5,10,5,10,5,10,5,10,5,10,5,10,0,1,9,70,4003,4,15,5983,-0.594985605,4834,-1.423381171,6184,6.557377049,5613,12.30260174,3885,257,3529,813
S01000776,4.244780708,6116,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,0,1,3,15,6126,3,10,6211,-1.175379718,5950,-1.264303814,6001,4.032258065,6090,31.23161219,1525, ,6071,592
S01000777,19.72154388,2789,3,5,2,3,2,3,2,3,2,3,2,3,2,3,2,3,0,0,16,65,2168,11,30,3245,0.029924254,3139,0.269523083,2538,7.387387387,5453,27.61460503,1813,191,4251,384
S01000778,5.567125461,5792,5,9,5,10,5,10,5,10,5,10,5,10,5,10,5,10,0,1,4,20,5537,4,10,5649,-1.221847826,6017,-1.376834218,6122,1.587301587,6431,28.79063312,1705,196,4182,474
S01000779,13.30770544,3975,3,6,4,7,4,7,4,7,4,7,4,7,4,7,4,7,0,0,9,65,3977,9,40,3922,-0.334913339,4150,-0.581365681,4739,8.827238335,5160,38.84475801,1058,301,3140,724
S01000780,35.56911867,1185,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,20,155,1518,22,110,1143,0.521263337,1813,0.967286176,959,28.14178303,1251,38.86793088,1056,463,1995,764
S01000781,5.023172279,5933,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,0,1,2,15,6294,3,10,6157,-1.339733527,6161,-1.529588278,6263,1.596351197,6428,43.94659197,831, ,6084,808
S01000782,5.636631135,5770,5,9,5,10,5,10,5,10,5,10,5,10,5,10,5,10,0,1,3,15,6117,4,15,5877,-0.867985268,5444,-1.379501557,6126,3.08988764,6251,40.92973821,963, ,6415,623
S01000783,12.75120007,4088,4,7,4,7,4,7,4,7,4,7,4,7,4,7,4,7,0,0,6,30,4689,7,20,4421,-1.272298679,6090,-0.569884819,4702,19.76284585,2344,67.52713274,259,168,4535,503
S01000784,6.75957772,5487,5,9,5,10,5,10,5,10,5,10,5,10,5,10,5,10,0,0,4,35,5543,3,15,6017,-0.741539071,5172,-1.444786661,6201,0.602409639,6492,41.4701137,946,203,4100,826
S01000785,21.19787188,2573,2,4,2,3,2,3,2,3,2,3,2,3,2,3,2,3,0,0,12,85,3162,15,60,2236,-0.050525136,3368,-0.625368849,4874,13.71794872,3860,69.16456423,240,179,4387,716
S01000786,13.20017891,4003,4,7,4,7,4,7,4,7,4,7,4,7,4,7,4,7,0,0,8,60,4122,10,45,3530,-0.49369845,4571,-0.760859554,5202,15.94387755,3226,37.95478196,1111,280,3319,750
S01000787,15.82596398,3442,3,6,3,5,3,5,3,5,3,5,3,5,3,5,3,5,0,0,7,40,4397,9,25,3841,-0.947137673,5597,-0.782663316,5250,17.4904943,2830,92.88785301,26, ,6486.5,523
S01000788,9.501425536,4846,4,8,5,9,5,9,5,9,5,9,5,9,5,9,5,9,0,0,5,35,5176,5,20,5297,-0.431679006,4408,-0.715459025,5103,14.46808511,3618,44.97397771,793,134,4992,702
S01000789,15.07047468,3598,3,6,3,5,3,5,3,6,3,6,3,6,3,6,3,6,0,0,10,65,3732,10,35,3480,-0.105614897,3507,-0.344332345,4131,15.82278481,3257,35.02338774,1278,237,3745,662
S01000790,7.46962024,5312,5,9,5,10,5,10,5,9,5,9,5,9,5,9,5,9,0,0,5,30,5304,3,10,6014,-1.287516513,6108,-1.023514516,5712,1.208981002,6464,54.39512419,537,86,5612,603
S01000791,16.40179439,3330,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,0,0,13,75,2918,9,30,3980,-0.356282507,4204,-0.191620203,3692,16.08280255,3193,46.46588097,741,174,4463,598
S01000792,10.44939955,4628,4,8,5,9,5,9,5,9,5,9,5,9,5,9,5,9,0,0,4,25,5662,6,25,5087,-0.772490879,5258,-0.676220873,5005,10.43478261,4768,68.95262458,244,79,5715,666
S01000793,17.04950309,3218,3,5,2,4,2,4,2,4,2,4,2,4,2,4,2,4,0,0,12,80,3107,10,40,3471,-0.087537023,3460,-0.252300395,3877,18.52899576,2587,37.8245635,1119,304,3110,647
S01000794,24.41443243,2153,2,4,1,2,1,2,1,2,1,2,1,2,1,2,1,2,0,0,17,140,2140,19,90,1679,0.608925432,1619,-0.105277142,3453,13.77672209,3840,4.975616103,5376,668,1135,838
S01000795,9.30093452,4896,4,8,5,9,5,9,5,9,5,9,5,9,5,9,5,9,0,0,6,55,4719,7,35,4653,-0.257963486,3916,-0.38355556,4231,11.58854167,4456,15.02804121,3407,253,3563,857
S01000796,13.77128661,3881,3,6,3,6,3,6,4,7,4,7,4,7,4,7,4,7,0,0,6,30,4963,6,20,4951,-0.580321563,4793,-0.86764944,5430,20.68965517,2155,66.4490979,280,785,818,572
S01000797,19.78321473,2775,3,5,2,3,2,3,2,3,2,3,2,3,2,3,2,3,0,0,12,65,3202,13,45,2793,0.001131488,3216,0.177509521,2752,22.27891156,1899,38.57847089,1077,320,2990,554
S01000798,19.66308177,2805,3,5,2,3,2,3,2,3,2,3,2,3,2,3,2,3,0,0,11,55,3478,13,35,2771,0.019249434,3172,0.567181936,1844,27.10280374,1358,32.94678164,1413,139,4903,523
S01000799,6.363153538,5593,5,9,5,10,5,10,5,10,5,10,5,10,5,10,5,10,0,1,3,45,6107,2,35,6348,-1.434191787,6247,-0.880546972,5463,11.65048544,4434,52.91557337,568,83,5653,1683
S01000800,21.94173277,2444,2,4,2,3,2,3,2,3,2,3,2,3,2,3,2,3,0,0,10,100,3723,10,65,3477,0.256875722,2500,0.071800983,3019,17.58014478,2806,86.12782627,60,264,3456,1024
S01000801,11.82170894,4299,4,7,4,8,4,8,4,8,4,8,4,8,4,8,4,8,0,0,6,40,4912,3,15,6083,-0.613319244,4881,-0.5518109,4669,13.92801252,3784,79.94609615,121,108,5353,714
S01000802,14.95075497,3624,3,6,3,6,3,6,3,6,3,6,3,6,3,6,3,6,0,0,8,55,4294,9,35,3898,-0.605537233,4857,-0.563841514,4689,13.39522546,3949,69.640469,232,226,3844,699
S01000803,12.49031787,4144,4,7,4,7,4,7,4,8,4,8,4,8,4,8,4,8,0,0,5,65,5008,4,30,5744,-1.401727761,6223,-0.756397676,5188,28.98395722,1196,91.15231189,32,47,6134,1171
S01000804,17.14911253,3206,3,5,2,4,2,4,2,4,2,4,2,4,2,4,2,4,0,0,7,60,4563,8,45,4077,-0.172114481,3672,-0.143860541,3569,17.5257732,2820,55.57434315,514,1017,452,858
S01000805,13.57902634,3927,3,6,3,6,3,6,4,7,4,7,4,7,4,7,4,7,0,0,7,55,4589,5,25,5157,-0.318215348,4098,-0.357641953,4166,19.9513382,2306,70.46682235,219,89,5580,826
S01000806,14.11343184,3819,3,6,3,6,3,6,3,6,3,6,3,6,3,6,3,6,0,0,7,60,4588,6,30,4709,-1.262862402,6074,-0.835800043,5358,17.62589928,2799,92.92647239,24,72,5814,869
S01000807,12.61037934,4112,4,7,4,7,4,7,4,8,4,8,4,8,4,8,4,8,0,0,6,55,4676,6,35,4735,-0.782542602,5278,-0.190930571,3686,19.08602151,2478,61.18939021,394,89,5585,861
S01000808,14.43820423,3742,3,6,3,6,3,6,3,6,3,6,3,6,3,6,3,6,0,0,6,45,4966,6,25,5089,-1.125116979,5877,-0.328959626,4085,23,1802,92.8895104,25,135,4967,769
S01000809,13.71043101,3893,3,6,3,6,3,6,4,7,4,7,4,7,4,7,4,7,0,0,8,50,4142,5,20,5553,-0.88674924,5475,-0.058834075,3334,32.01506591,975,69.6799713,229, ,6309,644
S01000810,14.70766327,3683,3,6,3,6,3,6,3,6,3,6,3,6,3,6,3,6,0,0,5,45,5054,8,35,4341,-0.419431886,4367,-0.488302127,4509,14.47154472,3617,82.07464085,90,141,4868,823
S01000811,6.392786723,5584,5,9,5,10,5,10,5,10,5,10,5,10,5,10,5,10,0,1,1,10,6427,4,20,5947,-0.41557818,4356,-0.866538354,5427,11.05710814,4598,37.99690132,1108,100,5451,827
S01000812,30.56907179,1555,2,3,1,2,1,2,1,2,1,2,1,2,1,2,1,2,0,0,20,190,1634,19,110,1525,1.124790781,635,0.343448589,2352,19.27083333,2438,7.790708098,4782,498,1823,967
S01000813,11.0461501,4481,4,7,4,8,4,8,4,8,4,8,4,8,4,8,4,8,0,0,6,40,4890,6,20,4992,-0.025643781,3305,-0.235163837,3819,10.30383091,4806,34.43849121,1314,159,4655,655
S01000814,28.24514755,1743,2,3,1,2,1,2,1,2,1,2,1,2,1,2,1,2,0,0,18,140,1828,13,65,2763,0.48972481,1907,0.888063623,1111,26.58643326,1408,29.99476161,1608,694,1050,771
S01000815,41.75438499,815,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,29,170,566,20,75,1492,1.32993324,398,0.995235898,898,26.04340568,1467,0.378814846,6443,830,739,587
S01000816,25.04614185,2093,2,4,1,2,1,2,1,2,1,2,1,2,1,2,1,2,0,0,10,70,3622,13,60,2671,0.913910829,974,0.806784643,1272,36.07142857,745,1.071134305,6276,1467,176,682
S01000817,13.62441441,3919,3,6,3,6,3,6,4,7,4,7,4,7,4,7,4,7,0,0,8,75,4082,8,50,4095,0.33005077,2319,0.139253796,2853,17.28538283,2890,14.39387938,3523,124,5108,919
S01000818,11.10233163,4470,4,7,4,8,4,8,4,8,4,8,4,8,4,8,4,8,0,0,6,50,4691,4,25,5716,-0.140635349,3604,-0.432937313,4364,20.3187251,2236,7.616944567,4819,1664,123,786
S01000819,16.51479436,3312,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,0,0,8,70,4177,7,35,4648,-0.379458465,4258,-0.331644688,4096,19.15708812,2459,87.26698034,56,152,4746,868
S01000820,14.66728149,3694,3,6,3,6,3,6,3,6,3,6,3,6,3,6,3,6,0,0,5,30,5220,6,25,4867,-0.720352957,5123,-0.806772846,5298,28.44677138,1229,98.68901661,3,140,4891,595
S01000821,16.20460613,3367,3,6,3,5,3,5,3,5,3,5,3,5,3,5,3,5,0,0,9,75,3971,8,45,4039,0.316556019,2361,0.322171268,2414,31.15942029,1028,17.32194103,3047,483,1896,859
S01000822,13.27404299,3984,3,6,4,7,4,7,4,7,4,7,4,7,4,7,4,7,0,0,7,40,4332,8,25,4058,-0.095339446,3476,-0.227211716,3790,19.26910299,2439,36.79198113,1178, ,5702,522
S01000823,24.04604264,2200,2,4,1,2,1,2,1,2,1,2,1,2,1,2,1,2,0,0,14,75,2683,17,60,1903,0.687270074,1438,-0.069409999,3357,29.76827094,1137,22.34809103,2382,394,2412,543
S01000824,11.98856246,4259,4,7,4,8,4,8,4,8,4,8,4,8,4,8,4,8,0,0,6,45,4791,7,30,4621,-0.699811126,5079,-0.485796821,4500,16.77018634,3024,58.95791461,441,146,4813,754
S01000825,8.605938859,5043,4,8,5,9,5,9,5,9,5,9,5,9,5,9,5,9,0,0,3,20,6072,5,25,5382,-0.114525072,3538,-0.78160204,5246,12.92217327,4078,40.66221846,974,151,4755,768
S01000826,19.08965475,2898,3,5,2,4,2,4,2,3,2,3,2,3,2,3,2,3,0,0,12,80,3140,12,45,3078,0.086251482,2972,0.383164663,2253,28.08219178,1258,30.25145094,1589,158,4672,657
S01000827,12.26524833,4190,4,7,4,7,4,7,4,8,4,8,4,8,4,8,4,8,0,0,5,35,5339,5,25,5510,-0.400410582,4315,-0.432516973,4361,15.33923304,3391,76.83595039,139, ,6041,772
S01000828,15.66730376,3466,3,6,3,5,3,5,3,5,3,5,3,5,3,5,3,5,0,0,8,80,4219,8,40,4285,0.048911935,3079,-0.468025817,4461,20.16607355,2264,68.49981544,252,54,6053,1000
S01000829,15.51371462,3497,3,6,3,5,3,5,3,5,3,5,3,5,3,5,3,5,0,0,7,50,4565,6,20,4998,-0.807645003,5331,-0.359700778,4168,24.47665056,1646,97.07106053,6, ,6208,740
S01000830,14.41400882,3747,3,6,3,6,3,6,3,6,3,6,3,6,3,6,3,6,0,0,9,75,4023,5,20,5383,-1.377199825,6194,-0.95340146,5594,29.6875,1140,94.87474273,15, ,6114,855
S01000831,17.83843467,3100,3,5,2,4,2,4,2,4,2,4,2,4,2,4,2,4,0,0,8,80,4121,6,40,4787,-0.236113877,3840,-0.29777517,3999,26.44178455,1421,99.2968689,1,64,5911,1008
S01000832,10.78548387,4542,4,7,5,9,5,9,5,9,5,9,5,9,5,9,5,9,0,0,8,80,4196,7,40,4607,-0.827665926,5362,-0.455190928,4425,16.22176591,3157,36.30731077,1206,127,5085,991
S01000833,17.8905941,3090,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,0,0,10,110,3566,12,75,3101,-0.413267715,4349,0.610622345,1722,21.79261863,1974,24.0723458,2185,428,2203,1059
S01000834,27.07185299,1862,2,3,2,3,2,3,2,4,2,4,2,4,2,4,2,4,0,0,19,190,1694,19,115,1668,0.205869888,2646,0.520289903,1955,16.79473106,3015,9.629929344,4396,808,774,993
S01000835,39.56590214,942,1,2,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,0,30,220,500,24,115,869,0.207817347,2638,0.930847285,1030,15.9025788,3233,7.631110515,4813,690,1064,726
S01000836,69.75278056,107,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,41,340,83,38,195,85,0.968294808,876,1.635806554,176,20.30696576,2239,27.16528389,1859,1024,448,830
S01000837,51.02082243,464,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,29,275,603,33,220,230,0.955704714,903,0.862120076,1173,22.24909311,1904,3.977897801,5595,2560,41,958
S01000838,15.73865758,3455,3,6,3,6,3,6,3,6,3,6,3,6,3,6,3,6,0,0,11,75,3269,11,45,3169,-0.231112981,3820,0.156717188,2807,14.2461964,3683,18.62445377,2851,218,3927,678
S01000839,15.04370193,3607,3,6,3,6,3,6,3,6,3,6,3,6,3,6,3,6,0,0,9,110,4006,11,95,3278,0.10095674,2930,-0.245721276,3858,14.01869159,3750,28.91171043,1689,195,4190,1278
S01000840,49.67363168,510,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,32,215,375,31,130,351,0.400179359,2145,1.101085735,713,17.93193717,2736,13.54497404,3678,1161,332,676
S01000841,62.17391389,196,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,39,380,117,34,195,197,0.626524056,1577,1.647371279,164,22.26804124,1901,17.61553289,3011,783,822,985
S01000842,10.05539443,4724,4,8,4,7,4,7,5,9,5,9,5,9,5,9,5,9,0,0,5,45,5070,7,35,4501,-0.820899108,5351,-0.637585397,4910,7.228915663,5482,42.83529487,869,209,4025,846
S01000843,14.72356518,3678,3,6,3,6,3,6,4,7,4,7,4,7,4,7,4,7,0,0,12,115,3039,10,55,3599,-0.093704322,3474,-0.581912061,4741,7.457212714,5436,14.53234512,3499,633,1250,925
S01000844,24.61201051,2133,2,4,2,3,2,3,2,4,2,4,2,4,2,4,2,4,0,0,19,140,1722,17,85,1965,0.088501413,2963,0.349639885,2339,16.40058055,3117,9.289672146,4471,672,1123,752
S01000845,10.96082026,4504,4,7,4,7,4,7,4,8,4,8,4,8,4,8,4,8,0,0,6,30,4785,9,30,3717,-0.568618419,4762,-0.619538863,4847,5.714285714,5766,20.14304043,2659,586,1451,523
S01000846,50.97801513,466,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,31,230,431,33,160,249,0.728414373,1334,1.027228998,846,21.10960758,2090,8.665125674,4590,1010,458,736
S01000847,26.18538528,1961,2,3,2,3,2,3,2,4,2,4,2,4,2,4,2,4,0,0,17,160,2005,20,110,1375,0.408672089,2116,-0.137669116,3551,11.37787056,4524,19.16700206,2782,604,1365,919
S01000848,11.57160027,4356,4,7,4,7,4,7,4,8,4,8,4,8,4,8,4,8,0,0,9,60,3866,9,35,3854,-0.782715221,5279,-0.261177121,3901,8.440629471,5252.5,25.82446269,1993,96,5503,663
S01000849,18.19980138,3041,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,0,0,18,100,1914,13,50,2686,-0.4956459,4582,-0.500827277,4539,12.43042672,4217,21.93990283,2439,195,4194,555
S01000850,39.82896823,926,1,2,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,0,31,190,443,25,90,753,0.579588829,1686,0.351889493,2331,22.52663623,1856,19.07371845,2794,207,4057,620
S01000851,7.245992305,5369,5,9,5,9,5,9,5,9,5,9,5,9,5,9,5,9,0,0,4,25,5615,7,30,4509,-1.015497828,5714,-0.847754677,5382,9.037900875,5121,28.8056142,1702,84,5648,622
S01000852,35.72976129,1176,1,2,1,2,1,2,2,3,2,3,2,3,2,3,2,3,0,0,21,145,1489,31,135,361,0.417918702,2092,0.248096141,2594,11.9515885,4342,6.159091829,5142,693,1053,699
S01000853,27.5381833,1814,2,3,2,3,2,3,2,4,2,4,2,4,2,4,2,4,0,0,21,115,1385,18,55,1766,-0.043772948,3347,0.670258401,1567,15.37070524,3383,23.305746,2276,263,3461,529
S01000854,37.05352469,1104,1,2,1,2,1,2,2,3,2,3,2,3,2,3,2,3,0,0,25,210,993,22,125,1133,0.679687765,1453,0.859517491,1181,14.79099678,3536,22.7907403,2331,735,925,856
S01000855,17.19755091,3198,3,5,3,5,3,5,3,6,3,6,3,6,3,6,3,6,0,0,12,90,3018,11,55,3106,0.021557635,3165,-0.090520479,3412,7.81049936,5363,28.65485097,1713,220,3904,733
S01000856,35.3947112,1194,1,2,1,2,1,2,2,3,2,3,2,3,2,3,2,3,0,0,22,120,1270,22,70,1088,-1.152456058,5918,1.362996665,380,17.25352113,2895,38.53236565,1082,452,2060,543
S01000857,21.17081517,2576,2,4,2,4,2,4,3,5,3,5,3,5,3,5,3,5,0,0,14,90,2583,16,55,2161,-0.196775852,3729,0.055865715,3051,8.794788274,5167,31.73626092,1495,421,2246,636
S01000858,10.01400561,4734,4,8,4,7,4,7,5,9,5,9,5,9,5,9,5,9,0,0,8,70,4179,6,35,5068,-0.653440983,4975,-0.380734943,4221,8.368200837,5270,32.80330315,1429,120,5171,907
S01000859,10.78496355,4543,4,7,4,7,4,7,5,9,5,9,5,9,5,9,5,9,0,0,6,75,4666,9,65,3915,-0.789493567,5295,-0.508278207,4559,9.928229665,4896,29.34065036,1651,290,3239,1138
S01000860,43.79451785,732,1,2,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,0,28,235,632,23,110,1042,0.521666851,1812,1.467358571,286,18.90034364,2512,21.72180406,2458,849,704,821
S01000861,10.71783885,4561,4,7,4,7,4,7,5,9,5,9,5,9,5,9,5,9,0,0,8,50,4180,9,30,3924,-0.332321658,4141,-0.770460683,5218,8.993902439,5131,23.78690535,2223,134,4991,630
S01000862,7.197982618,5386,5,9,5,9,5,9,5,9,5,9,5,9,5,9,5,9,0,0,5,25,5281,8,25,4228,-1.014052097,5712,-0.725708265,5121,4.293381038,6030,15.96440349,3259,205,4073,510
S01000863,24.40885598,2155,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,0,0,16,85,2303,19,65,1665,0.173528105,2732,0.266672903,2544,16.30252101,3141,24.48459793,2137,373,2561,544
S01000864,10.87536109,4520,4,7,4,7,4,7,4,8,4,8,4,8,4,8,4,8,0,0,6,70,4657,10,65,3602,-0.460661838,4477,-0.131335685,3530,11.67664671,4425,17.09381941,3077,99,5460,1085
S01000865,30.84114475,1523,2,3,1,2,1,2,2,3,2,3,2,3,2,3,2,3,0,0,18,190,1880,21,140,1247,1.042085153,752,0.372834046,2280,11.70520231,4418,12.664483,3823,540,1644,1066
S01000866,39.48336747,948,1,2,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,0,22,185,1262,25,125,732,0.728533611,1333,1.276927877,485,20.02118644,2288,14.97836097,3416,419,2258,819
S01000867,49.44345509,517,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,0,30,255,499,29,150,449,1.19445424,537,1.004635632,883,15.42625169,3369,7.293297024,4888,1054,413,842
S01000868,47.33475531,605,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,0,32,225,389,28,115,533,0.611086985,1612,1.237736078,523,16.85236769,2994,18.86212401,2818,366,2613,706
S01000869,52.04992998,426,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,32,170,396,30,100,415,0.504444966,1866,1.576524607,214,21.55477032,2011,23.67386542,2233,684,1086,535
S01000870,41.21127151,853,1,2,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,0,27,215,738,24,125,844,0.421740426,2078,1.321737859,426,23.62385321,1728,13.03224657,3755,578,1491,797
S01000871,21.73789079,2480,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4,0,0,14,115,2702,16,85,2017,0.443816898,2010,-0.120783603,3501,8.96969697,5137,24.16088222,2171,312,3052,834
S01000872,16.16616852,3376,3,6,3,5,3,5,3,6,3,6,3,6,3,6,3,6,0,0,12,80,3134,16,60,2183,-0.697701134,5074,-0.531661005,4620,8.461538462,5245,25.26943167,2054,158,4666,663
