DataZone2001,simd2012score,simd2012rank,simd2012_sc_quintile,simd2012_sc_decile,simd2012_hb2006_quintile,simd2012_hb2006_decile,simd2012_hb2014_quintile,simd2012_hb2014_decile,simd2012_ca_quintile,simd2012_ca_decile,simd2012_chp2007_quintile,simd2012_chp2007_decile,simd2012_chp2011_quintile,simd2012_chp2011_decile,simd2012_chp2011sub_quintile,simd2012_chp2011sub_decile,simd2012_chp2012_quintile,simd2012_chp2012_decile,simd2012tp15,simd2012bt15,simd2012_inc_rate,simd2012_inc_dep_N,simd2012_inc_rank,simd2012_emp_rate,simd2012_emp_dep_N,simd2012_emp_rank,simd2012_hlth_score,simd2012_hlth_rank,simd2012_educ_score,simd2012_educ_rank,simd2012_house_score,simd2012_house_rank,simd2012_access_score,simd2012_access_rank,simd2012_crime_score,simd2012_crime_rank,total_pop_2010
S01003448,35.17205966,1209,1,2,2,4,2,4,3,5,3,6,3,5,3,6,3,5,0,0,25,165,1012,21,80,1329,1.307012664,423,0.497930949,2003,36.06998654,746,3.774439053,5645,196,4172,677
S01003449,17.16327386,3203,3,5,4,7,4,7,4,8,3,6,4,8,4,7,4,8,0,0,15,115,2423,11,70,3148,-0.421827381,4372,-0.268928546,3924,67.42424242,104,2.520081524,5943,585,1458,743
S01003450,40.99386946,866,1,2,2,3,2,3,2,4,2,3,2,4,2,4,2,4,1,0,26,200,877,26,155,628,1.229443808,501,0.459859289,2099,60.10165184,180,1.098757291,6272,474,1937,776
S01003451,19.21177203,2879,3,5,3,6,3,6,4,7,3,6,4,7,3,6,4,7,0,0,15,130,2538,14,105,2509,-0.194119134,3722,0.310596388,2432,37.6146789,686,0.48929704,6411,483,1892,892
S01003452,22.28077259,2400,2,4,3,6,3,6,4,7,4,8,4,7,4,8,4,7,0,0,6,90,4659,9,105,3701,0.720149706,1357,1.031152711,833,20.60606061,2174,16.6136378,3150,1258,264,1396
S01003453,9.144997869,4924,4,8,4,8,4,8,5,9,4,8,5,9,4,8,5,9,0,0,7,90,4597,6,70,4904,-1.129950557,5883,0.11927506,2905,42.91609354,519,2.313545031,5991,362,2642,1340
S01003454,30.75965437,1539,2,3,2,4,2,4,3,6,2,4,3,6,3,5,3,6,0,0,20,125,1522,17,80,1945,0.066294592,3022,1.081538559,744,52.83540802,283,0.570102817,6396,1405,199,613
S01003455,82.40575584,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,49,350,10,46,185,26,2.088555096,43,1.960666769,48,56.13810742,218,7.246624063,4900,495,1839,712
S01003456,72.76303529,71,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,38,150,138,33,80,220,1.776051235,115,2.252555015,10,84.60508701,21,21.25776333,2524,818,760,393
S01003457,54.88104308,357,1,1,1,2,1,2,2,3,2,4,2,3,2,4,2,3,1,0,29,365,591,27,235,585,1.313620621,415,1.999899873,34,52.06349206,301,2.677215695,5902,948,535,1264
S01003458,34.75315748,1244,1,2,2,4,2,4,3,5,4,7,3,5,3,6,3,5,0,0,22,250,1338,20,165,1477,0.872228798,1040,1.121846906,680,36.61504425,720,11.63086852,4005,363,2638,1154
S01003459,51.64501805,444,1,1,1,2,1,2,2,3,2,4,2,3,2,4,2,3,1,0,30,260,535,25,145,731,1.613174965,191,1.314777133,437,54.53551913,252,8.590101855,4598,862,675,875
S01003460,14.19539683,3800,3,6,4,7,4,7,4,8,4,7,4,8,4,8,4,8,0,0,8,90,4127,6,55,4797,-0.284169395,4000,-0.001641674,3185,50.94086022,318,10.56989239,4219,1285,255,1096
S01003461,27.80186092,1789,2,3,3,5,3,5,3,6,4,7,3,6,4,7,3,6,0,0,22,165,1280,19,85,1579,0.402697701,2136,0.309428085,2437,26.42225032,1424,12.59917355,3838,179,4401,752
S01003462,65.6025664,149,1,1,1,1,1,1,1,2,2,3,1,2,1,2,1,2,1,0,41,220,71,35,120,179,0.975763248,864,1.622780251,184,43.53518822,502,11.21281088,4084,722,966,534
S01003463,33.05465979,1351,1,2,2,4,2,4,3,5,4,7,3,5,4,7,3,5,0,0,24,280,1039,14,115,2571,0.803849465,1180,1.150367089,640,49.81226533,340,3.82322914,5632,629,1267,1142
S01003464,14.62658801,3706,3,6,4,7,4,7,4,8,4,7,4,8,4,7,4,8,0,0,14,125,2709,8,60,4192,-0.89812279,5502,0.0775345,3011,55.84415584,222,0.584424097,6392,657,1179,893
S01003465,14.60802367,3709,3,6,4,7,4,7,4,8,4,7,4,8,4,7,4,8,0,0,10,190,3507,9,145,3751,0.103584197,2917,-0.247250009,3860,67.81472684,99,1.276054168,6231,451,2062,1848
S01003466,40.9674235,868,1,2,2,3,2,3,2,4,2,3,2,4,2,4,2,4,1,0,25,190,951,25,145,714,1.000617187,815,0.389815405,2238,68.11397558,95,0.395603581,6437,1689,119,760
S01003467,47.19628798,615,1,1,2,3,2,3,2,4,3,5,2,4,3,5,2,4,1,0,28,195,673,28,120,553,1.316460401,410,1.067820182,767,40.02642008,609,16.47095148,3174,292,3225,703
S01003468,19.89304418,2758,3,5,3,6,3,6,4,7,3,6,4,7,3,6,4,7,0,0,15,125,2381,11,70,3324,-0.205460573,3748,0.559263762,1863,71.03825137,70,1.616708986,6152,622,1292,806
S01003469,34.76333285,1243,1,2,2,4,2,4,3,5,2,4,3,5,3,5,3,5,0,0,21,215,1418,22,160,1177,0.970209092,875,0.765848685,1370,38.51554664,656,0.469597226,6420,862,673,1012
S01003470,21.82099923,2466,2,4,3,6,3,6,4,7,3,5,4,7,3,6,4,7,0,0,13,150,2952,13,120,2743,-0.073684864,3430,0.725728304,1465,105.1378446,4,1.750768906,6121,897,612,1173
S01003471,71.00187464,91,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,0,42,315,64,35,165,175,1.606882529,200,1.883117256,65,50.62893082,324,3.811274662,5633,633,1251,758
S01003472,38.52988239,992,1,2,2,3,2,3,2,4,3,6,2,4,3,6,2,4,1,0,28,295,708,24,170,915,0.872509153,1039,0.617096159,1703,49.69173859,345,3.257246752,5758,466,1982,1065
S01003473,31.49421244,1471,2,3,2,4,2,4,3,6,2,4,3,6,3,5,3,6,0,0,20,205,1517,19,135,1520,0.67726831,1455,0.604357913,1736,49.40923738,354,2.479105601,5951,1078,389,994
S01003474,9.314834945,4893,4,8,4,8,4,8,5,9,4,8,5,9,4,8,5,9,0,0,8,55,4260,5,30,5507,-1.233279102,6037,-0.337091922,4111,71.98391421,63,1.400916604,6198,696,1041,742
S01003475,30.34375435,1571,2,3,2,4,2,4,3,6,2,4,3,6,3,5,3,6,0,0,22,180,1349,17,105,1951,0.795203104,1193,0.686192713,1541,49.3081761,357,0.272869403,6464,659,1175,840
S01003476,23.20730565,2284,2,4,3,5,3,5,4,7,4,8,4,7,4,8,4,7,0,0,15,160,2506,15,105,2371,0.514332962,1839,0.389725209,2239,33.94383394,857,20.66061857,2596,278,3336,1073
S01003477,19.99773095,2745,3,5,3,6,3,6,4,7,3,6,4,7,3,6,4,7,0,0,13,135,2809,15,120,2386,0.575641766,1695,-0.302732737,4012,70.57613169,79,0.572591614,6395,325,2947,989
S01003478,24.15104389,2190,2,4,3,5,3,5,4,7,3,5,4,7,3,6,4,7,0,0,17,125,2117,15,85,2358,0.354686055,2255,0.497657847,2005,68.67627785,89,1.343197233,6216,655,1184,756
S01003479,15.44940993,3512,3,6,4,7,4,7,4,8,4,7,4,8,4,7,4,8,0,0,11,95,3402,13,95,2769,0.003286247,3210,-0.324659915,4068,71.93426043,64,0.483374645,6414,186,4323,891
S01003480,60.49851703,220,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2,1,0,37,245,158,35,150,166,1.687803005,158,0.74977175,1407,37.95180723,674,2.986218875,5830,534,1674,657
S01003481,22.26955887,2402,2,4,3,6,3,6,4,7,3,5,4,7,3,6,4,7,0,0,18,195,1941,15,120,2378,0.244560993,2539,0.198843465,2711,42.35764236,533,0.359915038,6449,525,1711,1107
S01003482,69.17314545,113,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,40,270,87,38,165,96,1.13148587,628,1.684237275,137,55.70776256,225,2.097400401,6056,1002,473,675
S01003483,51.60672621,447,1,1,1,2,1,2,2,3,2,4,2,3,2,4,2,3,1,0,36,195,208,28,95,537,1.069864892,710,0.864767065,1162,71.92429022,65,17.20705449,3063,322,2971,543
S01003484,15.45876241,3507,3,6,4,7,4,7,4,8,4,7,4,8,4,7,4,8,0,0,10,100,3563,9,80,3667,-0.10680995,3516,-0.374737271,4205,46.02649007,436,2.302319931,5996,1244,272,998
S01003485,7.733813504,5242,5,9,5,9,5,9,5,10,5,9,5,10,5,9,5,10,0,0,6,60,4830,5,45,5307,-1.260535758,6069,-0.091139481,3417,63.83838384,148,2.289267828,5999,224,3866,967
S01003486,68.07143979,123,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,0,38,390,141,32,195,283,1.763023351,120,1.757262935,106,62.43154436,158,16.40257693,3183,737,922,1043
S01003487,19.13163992,2890,3,5,3,6,3,6,4,7,3,6,4,7,4,7,4,7,0,0,15,155,2501,10,85,3609,0.343716539,2287,0.132188479,2868,65.43086172,126,2.245531108,6017,608,1349,1031
S01003488,50.46764335,477,1,1,1,2,1,2,2,3,2,4,2,3,2,4,2,3,1,0,25,240,948,25,155,749,1.956445659,73,1.476764078,274,47.89473684,383,15.67891204,3306,427,2213,950
S01003489,71.44796305,83,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,0,37,425,175,36,265,141,2.068519805,47,1.878248363,66,48.1180061,381,11.56289388,4024,652,1195,1166
S01003490,40.06944784,917,1,2,2,3,2,3,2,4,2,3,2,4,2,4,2,4,1,0,30,230,504,24,120,940,0.87136271,1042,0.621901656,1688,37.4832664,689,0.508535344,6407,557,1576,757
S01003491,18.19039119,3043,3,5,3,6,3,6,4,8,4,8,4,8,4,8,4,8,0,0,9,25,3886,6,15,4710,-0.359958544,4220,1.024164458,854,70.87912088,73,1.897671655,6087,1256,266,300
S01003492,28.16779306,1752,2,3,3,5,3,5,3,6,4,7,3,6,3,5,3,6,0,0,20,235,1533,16,150,2087,0.502887216,1868,0.614336102,1708,44.7761194,465,10.2193783,4271,644,1224,1158
S01003493,56.0230772,327,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,0,31,245,406,35,185,162,1.026853255,773,1.311898035,440,45.05494505,455,4.2525739,5528,663,1159,777
S01003494,38.36687148,999,1,2,2,3,2,3,2,4,2,3,2,4,2,4,2,4,1,0,26,215,885,18,100,1793,1.02192609,780,1.347037028,399,52.78154681,284,0.38401988,6440,575,1509,844
S01003495,34.13480975,1281,1,2,2,4,2,4,3,5,4,7,3,5,4,7,3,5,0,0,20,255,1541,15,145,2204,1.170829054,566,1.128193648,672,41.82242991,549,3.178741976,5788,891,626,1267
S01003496,15.0141594,3614,3,6,4,7,4,7,4,8,4,7,4,8,4,7,4,8,0,0,12,105,3146,11,80,3329,-0.31522474,4090,-0.033356397,3259,65.88957055,122,0.908270375,6315,318,2995,879
S01003497,11.52768974,4368,4,7,4,8,4,8,5,9,4,8,5,9,4,8,5,9,0,0,9,75,3856,10,65,3520,-0.68075113,5040,-0.617829997,4839,41.27481714,570,2.264263921,6010,472,1944,847
S01003498,35.83764129,1166,1,2,2,4,2,4,3,5,2,4,3,5,2,4,3,5,0,0,26,230,858,25,145,736,0.893935424,1000,-0.119287755,3494,32.29689067,955,4.526326368,5466,330,2905,892
S01003499,23.13550398,2293,2,4,3,5,3,5,4,7,3,5,4,7,3,6,4,7,0,0,20,185,1640,15,105,2314,0.345970816,2281,-0.058418603,3330,68.61755802,91,2.487430127,5950,267,3431,938
S01003500,60.12646666,234,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,0,38,275,125,35,165,170,0.436440681,2031,1.591286976,203,50.69767442,322,1.338067038,6217,630,1264,712
S01003501,14.63187871,3703,3,6,4,7,4,7,4,8,4,7,4,8,4,7,4,8,0,0,10,65,3733,9,50,3950,-0.585284241,4808,0.242744924,2602,62.75752773,151,0.108445485,6493,893,622,673
S01003502,31.66951538,1456,2,3,2,4,2,4,3,6,4,7,3,6,4,7,3,6,0,0,17,245,2055,16,155,2058,0.669335475,1475,0.878011646,1130,67.95048143,97,33.68487677,1368,797,796,1433
S01003503,6.236652166,5622,5,9,5,9,5,9,5,10,5,9,5,10,5,9,5,10,0,1,8,50,4317,6,35,4913,-1.173330695,5946,-1.450595627,6206,40.74626866,588,0.808288854,6339,138,4924,665
S01003504,10.74425437,4559,4,7,4,8,4,8,5,9,4,8,5,9,4,8,5,9,0,0,7,70,4432,8,60,4299,-1.094481312,5830,-0.31176404,4037,55.43018336,233,1.118212494,6263,812,769,950
S01003505,15.7726379,3453,3,6,4,7,4,7,4,8,4,8,4,8,5,9,4,8,0,0,0,5,6502,0,5,6505,-1.177847693,5955,2.050348121,29,66.19915849,119,9.600920512,4399, ,6486.5,0
S01003506,10.26017861,4677,4,8,4,8,4,8,5,9,4,8,5,9,4,8,5,9,0,0,9,95,3914,8,70,4082,-0.814477503,5344,-0.573844092,4715,38.71297242,646,1.009192739,6292,476,1931,1042
S01003507,8.976413119,4961,4,8,4,8,4,8,5,9,4,8,5,9,4,8,5,9,0,0,8,55,4132,6,30,5084,-1.167264399,5938,-0.272670356,3931,30.87121212,1049,1.344415581,6215,606,1360,666
S01003508,51.92496705,432,1,1,1,2,1,2,2,3,1,2,2,3,2,3,2,3,1,0,31,260,428,34,195,198,1.342765714,381,0.511228824,1978,45.80246914,442,6.581516889,5059,433,2174,838
S01003509,2.6147809,6417,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,0,1,3,25,6039,3,20,6187,-1.770458661,6424,-1.300431755,6049,33.09265945,900,2.375359859,5976,196,4175,882
S01003510,26.81903078,1894,2,3,3,5,3,5,3,6,4,7,3,6,3,5,3,6,0,0,15,105,2482,13,70,2787,0.05083765,3073,1.448984547,298,60.92783505,168,8.174467404,4686,589,1436,703
S01003511,4.127969912,6147,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,0,1,3,35,5801,4,30,5869,-0.632527814,4925,-1.857923789,6430,20.58252427,2180,1.092329714,6274,441,2122,1019
S01003512,55.16126033,347,1,1,1,2,1,2,2,3,2,4,2,3,2,4,2,3,1,0,32,205,352,31,110,355,1.408416429,323,1.195184893,580,62.57309942,155,9.948819281,4328,536,1665,638
S01003513,8.02150073,5177,4,8,5,9,5,9,5,10,5,9,5,10,5,9,5,10,0,0,7,50,4634,6,40,4775,-1.158453731,5926,-0.432004553,4360,55.52447552,229,2.104096748,6052,292,3223,766
S01003514,8.359491736,5107,4,8,5,9,4,8,5,10,5,9,5,10,5,9,5,10,0,0,7,55,4613,4,30,5674,-1.094558897,5831,-0.385089458,4237,49.68710889,346,1.506796555,6178,770,854,819
S01003515,70.95822533,94,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,0,41,265,79,36,140,119,1.484962333,280,1.685200663,136,46.66666667,425,11.03586278,4118,818,761,650
S01003516,14.69066318,3686,3,6,4,7,4,7,4,8,4,8,4,8,5,9,4,8,0,0,9,55,4029,11,50,3271,0.271906023,2467,-0.462071891,4448,30.12729844,1110,16.95167039,3098,277,3338,669
S01003517,15.07036771,3599,3,6,4,7,4,7,4,8,4,7,4,8,4,7,4,8,0,0,11,80,3293,11,65,3318,-0.285010887,4002,0.234530907,2623,45.40540541,451,1.363879725,6206,312,3057,728
S01003518,46.4109303,643,1,1,2,3,2,3,2,4,1,2,2,4,2,3,2,4,1,0,30,320,505,29,225,483,1.277552794,456,0.583022382,1801,35.70750237,759,0.065299902,6502,697,1038,1056
S01003519,53.36283998,402,1,1,1,2,1,2,2,3,1,2,2,3,1,2,2,3,1,0,30,165,490,31,130,339,1.356476548,367,1.105798372,707,67.35598227,105,2.601535789,5924,933,555,545
S01003520,8.923166629,4975,4,8,4,8,4,8,5,9,4,8,5,9,4,8,5,9,0,0,11,80,3348,6,35,4738,-0.434365858,4415,-1.044854286,5743,30.42328042,1080,0.228401324,6473,126,5094,729
S01003521,8.731549038,5015,4,8,4,8,4,8,5,9,5,9,5,9,5,9,5,9,0,0,5,30,5287,4,20,5785,-1.335927427,6157,-0.019482429,3226,65.20076482,131,1.378311322,6204,906,600,597
S01003522,7.608571928,5269,5,9,5,9,5,9,5,10,5,9,5,10,5,9,5,10,0,0,5,50,5015,8,55,4300,-0.920409737,5541,-0.602665535,4796,41.23581337,573,2.137069798,6046,242,3678,883
S01003523,48.28276466,561,1,1,1,2,2,3,2,3,3,5,2,3,2,4,2,3,1,0,27,165,772,32,120,310,1.118425577,643,0.793723822,1299,75.56325823,51,12.52410593,3853,694,1049,622
S01003524,6.376152012,5591,5,9,5,9,5,9,5,10,5,9,5,10,5,9,5,10,0,1,7,70,4573,5,40,5263,-0.898083905,5500,-1.292133926,6036,21.44230769,2027,6.117443956,5151,365,2624,1042
S01003525,6.040722572,5663,5,9,5,9,5,9,5,10,5,9,5,10,5,9,5,10,0,1,7,70,4416,5,35,5406,-1.007950672,5705,-0.973104898,5633,33.11688312,897,2.263954688,6011,195,4199,999
S01003526,7.202751238,5384,5,9,5,9,5,9,5,10,5,9,5,10,5,9,5,10,0,0,6,60,4782,6,45,4902,-1.294335701,6116,-0.687268581,5033,25.05518764,1581,4.484362652,5472,511,1773,946
S01003527,5.724190731,5749,5,9,5,9,5,9,5,10,5,10,5,10,5,10,5,10,0,1,5,45,5095,6,30,5021,-0.92815109,5553,-1.740043139,6380,14.88888889,3504,12.21583066,3906,242,3677,859
S01003528,20.549638,2665,2,4,3,6,3,6,4,7,4,8,4,7,4,8,4,7,0,0,15,90,2485,13,55,2761,-0.007050733,3246,0.603443408,1742,32.28476821,959,16.74495552,3129,168,4533,617
S01003529,10.59420035,4596,4,7,4,8,4,8,5,9,5,9,5,9,5,10,5,9,0,0,8,55,4188,8,40,4256,-0.861836382,5431,0.273060825,2531,20.62615101,2169,8.066325422,4716,170,4514,722
S01003530,7.203280973,5383,5,9,5,9,5,9,5,10,5,10,5,10,5,9,5,10,0,0,6,55,4727,5,35,5373,-1.307570358,6126,-0.355352292,4159,49.43109987,353,5.382784095,5291,254,3553,843
S01003531,53.1892172,408,1,1,1,2,1,2,2,3,1,2,2,3,1,2,2,3,1,0,30,255,513,31,195,335,1.212611284,516,1.142978761,656,67.29559748,107,0.146039469,6485,1390,205,846
S01003532,11.22963094,4432,4,7,4,8,4,8,5,9,4,8,5,9,4,8,5,9,0,0,11,115,3226,9,55,3732,-0.105518716,3506,-1.163214544,5899,11.6970278,4421,2.600160933,5925,242,3680,993
S01003533,19.61419891,2814,3,5,3,6,3,6,4,7,4,8,4,7,4,8,4,7,0,0,7,50,4498,5,25,5148,-0.383272538,4274,1.691722732,130,48.49673203,373,11.74826319,3986,422,2239,689
S01003534,28.70094865,1708,2,3,3,5,3,5,3,6,4,7,3,6,4,7,3,6,0,0,18,185,1929,15,125,2334,0.910053948,978,0.951896147,983,30.22269353,1099,1.377235535,6205,683,1092,1053
S01003535,30.03364673,1597,2,3,2,4,3,5,3,6,2,4,3,6,3,5,3,6,0,0,20,160,1566,22,140,1199,0.496925238,1889,0.556789859,1867,42.06451613,542,0.308012041,6460,587,1445,802
S01003536,1.801350813,6480,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,0,1,3,30,6103,3,20,6279,-1.102405493,5848,-1.723683854,6370,15.51891368,3340,0.071074128,6500,185,4332,1105
S01003537,33.07832358,1349,1,2,2,4,2,4,3,5,4,7,3,5,3,5,3,5,0,0,25,205,1011,20,120,1468,0.797025415,1189,0.757518248,1396,39.8241206,616,3.118157465,5802,308,3085,836
S01003538,44.49646945,702,1,2,2,3,2,3,2,4,3,5,2,4,3,5,2,4,1,0,28,180,640,26,110,705,1.131318797,629,1.058744173,786,41.49253731,561,9.307982567,4467,388,2461,639
S01003539,3.725426034,6240,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,0,1,4,45,5364,4,30,5834,-1.040640608,5753,-1.773793054,6396,17.33333333,2875,9.024770114,4523,117,5204,961
S01003540,58.86071565,258,1,1,1,2,1,2,1,2,2,3,1,2,1,2,1,2,1,0,26,125,822,28,85,500,2.118956023,38,1.925159744,55,78.03108808,41,9.253747349,4481,917,581,466
S01003541,38.93661692,976,1,2,2,3,2,3,2,4,3,6,2,4,3,6,2,4,1,0,24,235,1044,19,120,1551,0.983958835,848,1.143561302,654,43.62186788,498,12.01757836,3942,1119,356,967
S01003542,7.35342771,5339,5,9,5,9,5,9,5,10,5,9,5,10,5,9,5,10,0,0,8,55,4140,5,25,5135,-0.4333234,4411,-1.345021019,6091,21.88679245,1961,1.00051576,6294,340,2826,693
S01003543,54.9319896,355,1,1,1,2,1,2,2,3,2,4,2,3,1,2,2,3,1,0,32,260,360,30,175,400,1.106284,663,1.577307424,213,52.98913043,281,3.379955224,5728,741,913,807
S01003544,5.00365948,5937,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,0,1,5,25,5300,6,20,4971,-1.125825654,5879,-1.362629006,6111,18.44484629,2604,8.385255546,4645,158,4676,516
S01003545,3.038648463,6356,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,0,1,3,30,5949,4,30,5687,-1.910965069,6467,-1.264170134,6000,26.28992629,1442,2.605926712,5921,189,4281,971
S01003546,60.18675543,232,1,1,1,1,1,1,1,2,2,3,1,2,1,2,1,2,1,0,36,370,203,31,195,324,1.585700352,211,1.413597112,330,44.44444444,476,6.703329903,5033,537,1657,1028
S01003547,17.69813139,3117,3,5,3,6,4,7,4,8,4,8,4,8,4,7,4,8,0,0,11,85,3286,13,75,2680,0.134732626,2830,0.10950108,2931,38.60759494,652,7.103639776,4929,378,2527,735
S01003548,22.78401373,2332,2,4,3,5,3,5,4,7,4,8,4,7,4,8,4,7,0,0,12,30,3192,7,15,4467,-0.123829658,3561,1.260006642,501,48.77126654,365,10.92015928,4143,1736,112,241
S01003549,63.21825702,181,1,1,1,1,1,1,1,2,1,2,1,2,2,3,1,2,1,0,35,285,217,31,160,354,1.579317481,219,1.736201437,112,60.51948052,173,17.79904484,2982,558,1573,807
S01003550,11.93558012,4270,4,7,4,8,4,8,5,9,5,9,5,9,5,9,5,9,0,0,7,55,4336,8,40,4184,-0.152746102,3631,-0.166014141,3613,16.12903226,3183.5,25.69211199,2008,84,5642,738
S01003551,48.12592634,566,1,1,1,2,2,3,2,3,2,4,2,3,2,4,2,3,1,0,26,195,835,24,130,924,1.597749846,206,1.399787974,344,64.16107383,141,9.43215058,4435,736,924,750
S01003552,2.960961767,6370,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,0,1,4,35,5569,3,25,6007,-1.529044147,6308,-1.262978762,5997,25.85034014,1492,2.437481302,5957,123,5122,911
S01003553,73.43952016,67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,39,250,113,39,165,76,2.00704374,58,1.717006948,119,48.3357453,375,9.356476196,4456,474,1941,641
S01003554,7.641929848,5261,5,9,5,9,5,9,5,10,5,10,5,10,5,9,5,10,0,0,6,45,4786,6,35,4792,-0.342896399,4169,-0.99750273,5673,35.05154639,793,8.722544395,4581,122,5143,752
S01003555,4.309963638,6098,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,0,1,4,25,5728,3,15,6182,-1.745849116,6412,-1.25082393,5991,23.26530612,1766,8.381212745,4646,565,1559,747
S01003556,3.228815938,6319,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,0,1,4,30,5655,4,20,5755,-1.175757185,5952,-2.001814707,6466,7.330567082,5463,2.344312714,5986,359,2660,823
S01003557,66.84742642,140,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,0,35,315,220,33,185,237,1.460807848,289,2.131735221,21,72.99363057,58,9.424206026,4438,859,682,890
S01003558,2.651997942,6408,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,0,1,3,35,5791,4,25,5924,-0.898104319,5501,-2.039667461,6473,9.879253568,4914,0.633716923,6380,229,3824,984
S01003559,5.042359254,5926,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,0,1,4,45,5495,6,50,4751,-0.970424938,5639,-1.271304196,6007,8.249721293,5292,0.306976883,6461,410,2319,1121
S01003560,4.925651413,5955,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,0,1,5,50,5317,4,30,5742,-0.666799623,5011,-1.396338857,6148,11.0787172,4590,13.61285791,3661,201,4128,1131
S01003561,44.85770354,681,1,1,2,3,2,3,2,4,3,5,2,4,2,3,2,4,1,0,30,355,493,23,195,1034,1.370836153,355,0.930332468,1031,40.29680365,599,7.132343595,4924,592,1418,1181
S01003562,67.2306686,135,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,40,275,96,31,150,347,1.544247114,235,1.890264949,61,54.51936872,254,0.389270879,6438,1103,371,686
S01003563,52.53666295,421,1,1,1,2,1,2,2,3,2,4,2,3,2,4,2,3,1,0,33,195,311,29,100,468,1.307527672,422,1.058041003,789,48.02631579,382,8.595014579,4597,607,1354,597
S01003564,87.21590929,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,52,340,6,51,200,10,2.253815806,22,2.168412461,19,43.74295378,493,1.93556654,6077,2036,73,655
S01003565,61.55590839,202,1,1,1,1,1,1,1,2,1,2,1,2,2,3,1,2,1,0,36,285,214,33,160,229,2.222853072,27,1.11268668,699,31.6588785,996,3.225192592,5770,335,2865,808
S01003566,13.65775755,3907,3,6,4,7,4,7,4,8,5,9,4,8,4,8,4,8,0,0,11,80,3231,9,55,3724,-0.127594798,3575,-0.86001211,5409,42.8,523,5.580682826,5244,588,1440,706
S01003567,70.576779,98,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,38,415,131,34,230,191,1.73206597,139,1.955910937,49,42.75862069,526,10.39021526,4243,927,566,1088
S01003568,3.155417122,6334,5,10,5,10,5,10,5,10,5,10,5,10,5,10,5,10,0,1,4,30,5649,3,15,6023,-1.226009831,6026,-1.327040789,6071,11.47540984,4493.5,7.483485408,4847,207,4048,794
S01003569,5.994891488,5671,5,9,5,9,5,9,5,10,5,9,5,10,5,9,5,10,0,1,7,50,4393,4,15,5883,-0.592799997,4825,-1.362228575,6110,8.413793103,5261,15.59899053,3323,119,5190,687
S01003570,5.403173157,5837,5,9,5,10,5,10,5,10,5,10,5,10,5,10,5,10,0,1,7,65,4582,5,30,5206,-0.860668425,5427,-1.222972521,5961,16.20915033,3160,3.470983711,5710,139,4911,972
S01003571,43.8402381,730,1,2,2,3,2,3,2,4,2,3,2,4,2,3,2,4,1,0,27,235,781,25,160,779,0.999058431,819,1.244368135,512,35.8974359,752,1.844746283,6098,853,694,885
S01003572,64.10949562,167,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,0,36,430,181,32,250,274,1.776253433,114,1.436435582,309,57.0083682,211,2.392196576,5967,943,545,1182
S01003573,47.54510598,590,1,1,2,3,2,3,2,4,2,4,2,4,2,4,2,4,1,0,27,240,735,25,130,751,1.804986109,106,1.052778129,798,39.28182807,630,9.091248497,4511,409,2326,877
S01003574,7.647683231,5259,5,9,5,9,5,9,5,10,5,10,5,10,5,9,5,10,0,0,6,60,4869,7,50,4680,-1.117933021,5867,-0.656084251,4961,38.09024134,668,6.927283266,4977,354,2712,986
S01003575,42.09491875,802,1,2,2,3,2,3,2,4,2,3,2,4,2,4,2,4,1,0,26,250,833,24,160,907,1.296510794,439,1.023903938,856,51.63472379,306,1.663374934,6139,470,1954,947
