DataZone,InterZone,MMWard,ROAL,SPConst,UKPConst,CHP,Council,ROAC,HB,CTRY
S01000252,S02000045,S13002477,S06000005,S16000075,S14000037,S03000012,S12000033,S05000001,S08000020,S92000003
S01000253,S02000044,S13002477,S06000005,S16000075,S14000037,S03000012,S12000033,S05000001,S08000020,S92000003
S01000254,S02000046,S13002477,S06000005,S16000075,S14000037,S03000012,S12000033,S05000001,S08000020,S92000003
S01000255,S02000045,S13002477,S06000005,S16000075,S14000037,S03000012,S12000033,S05000001,S08000020,S92000003
S01000256,S02000045,S13002477,S06000005,S16000075,S14000037,S03000012,S12000033,S05000001,S08000020,S92000003
S01000257,S02000043,S13002476,S06000002,S16000075,S14000037,S03000012,S12000033,S05000001,S08000020,S92000003
S01000258,S02000045,S13002477,S06000005,S16000075,S14000037,S03000012,S12000033,S05000001,S08000020,S92000003
S01000259,S02000046,S13002477,S06000005,S16000075,S14000037,S03000012,S12000033,S05000001,S08000020,S92000003
S01000260,S02000045,S13002477,S06000005,S16000075,S14000037,S03000012,S12000033,S05000001,S08000020,S92000003
S01000261,S02000047,S13002476,S06000002,S16000075,S14000037,S03000012,S12000033,S05000001,S08000020,S92000003
S01000262,S02000047,S13002476,S06000002,S16000075,S14000037,S03000012,S12000033,S05000001,S08000020,S92000003
S01000263,S02000046,S13002477,S06000004,S16000075,S14000037,S03000012,S12000033,S05000001,S08000020,S92000003
S01000264,S02000047,S13002476,S06000002,S16000075,S14000037,S03000012,S12000033,S05000001,S08000020,S92000003
S01000265,S02000047,S13002476,S06000002,S16000075,S14000037,S03000012,S12000033,S05000001,S08000020,S92000003
S01000266,S02000047,S13002476,S06000002,S16000075,S14000037,S03000012,S12000033,S05000001,S08000020,S92000003
S01000267,S02000047,S13002476,S06000002,S16000075,S14000037,S03000012,S12000033,S05000001,S08000020,S92000003
S01000268,S02000048,S13002507,S06000011,S16000081,S14000058,S03000013,S12000034,S05000003,S08000020,S92000003
S01000269,S02000048,S13002507,S06000011,S16000081,S14000058,S03000013,S12000034,S05000003,S08000020,S92000003
S01000270,S02000048,S13002507,S06000011,S16000081,S14000058,S03000013,S12000034,S05000003,S08000020,S92000003
S01000271,S02000048,S13002507,S06000011,S16000081,S14000058,S03000013,S12000034,S05000003,S08000020,S92000003
S01000272,S02000049,S13002507,S06000011,S16000081,S14000058,S03000013,S12000034,S05000003,S08000020,S92000003
S01000273,S02000048,S13002507,S06000011,S16000081,S14000058,S03000013,S12000034,S05000003,S08000020,S92000003
S01000274,S02000050,S13002507,S06000011,S16000081,S14000058,S03000013,S12000034,S05000003,S08000020,S92000003
S01000275,S02000049,S13002507,S06000011,S16000081,S14000058,S03000013,S12000034,S05000003,S08000020,S92000003
S01000276,S02000050,S13002507,S06000006,S16000081,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000277,S02000050,S13002507,S06000006,S16000081,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000278,S02000050,S13002507,S06000006,S16000081,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000279,S02000049,S13002507,S06000011,S16000081,S14000058,S03000013,S12000034,S05000003,S08000020,S92000003
S01000280,S02000050,S13002507,S06000006,S16000081,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000281,S02000049,S13002507,S06000011,S16000081,S14000058,S03000013,S12000034,S05000003,S08000020,S92000003
S01000282,S02000050,S13002507,S06000006,S16000081,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000283,S02000050,S13002507,S06000006,S16000081,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000284,S02000053,S13002506,S06000006,S16000081,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000285,S02000053,S13002507,S06000006,S16000081,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000286,S02000051,S13002506,S06000006,S16000081,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000287,S02000051,S13002506,S06000006,S16000081,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000288,S02000051,S13002506,S06000006,S16000081,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000289,S02000051,S13002506,S06000006,S16000081,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000290,S02000051,S13002506,S06000006,S16000081,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000291,S02000052,S13002506,S06000006,S16000081,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000292,S02000052,S13002506,S06000006,S16000081,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000293,S02000051,S13002506,S06000006,S16000081,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000294,S02000052,S13002506,S06000006,S16000081,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000295,S02000052,S13002506,S06000006,S16000081,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000296,S02000052,S13002506,S06000006,S16000081,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000297,S02000052,S13002506,S06000006,S16000081,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000298,S02000052,S13002506,S06000006,S16000081,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000299,S02000054,S13002504,S06000003,S16000078,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000300,S02000053,S13002506,S06000006,S16000081,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000301,S02000056,S13002503,S06000147,S16000078,S14000058,S03000013,S12000034,S05000021,S08000020,S92000003
S01000302,S02000054,S13002504,S06000003,S16000078,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000303,S02000056,S13002503,S06000147,S16000078,S14000058,S03000013,S12000034,S05000021,S08000020,S92000003
S01000304,S02000055,S13002505,S06000006,S16000076,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000305,S02000055,S13002505,S06000006,S16000076,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000306,S02000061,S13002506,S06000003,S16000078,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000307,S02000055,S13002505,S06000006,S16000076,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000308,S02000053,S13002505,S06000006,S16000076,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000309,S02000054,S13002503,S06000003,S16000078,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000310,S02000058,S13002505,S06000006,S16000076,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000311,S02000057,S13002504,S06000003,S16000078,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000312,S02000056,S13002503,S06000147,S16000078,S14000058,S03000013,S12000034,S05000021,S08000020,S92000003
S01000313,S02000057,S13002504,S06000003,S16000078,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000314,S02000058,S13002505,S06000006,S16000076,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000315,S02000057,S13002504,S06000003,S16000078,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000316,S02000056,S13002503,S06000147,S16000078,S14000058,S03000013,S12000034,S05000021,S08000020,S92000003
S01000317,S02000057,S13002504,S06000003,S16000078,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000318,S02000057,S13002504,S06000003,S16000078,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000319,S02000058,S13002505,S06000006,S16000076,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000320,S02000058,S13002505,S06000006,S16000076,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000321,S02000059,S13002505,S06000006,S16000076,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000322,S02000057,S13002504,S06000003,S16000078,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000323,S02000057,S13002504,S06000003,S16000078,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000324,S02000058,S13002505,S06000006,S16000076,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000325,S02000057,S13002504,S06000003,S16000078,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000326,S02000059,S13002505,S06000006,S16000076,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000327,S02000058,S13002505,S06000006,S16000076,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000328,S02000059,S13002505,S06000006,S16000076,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000329,S02000059,S13002505,S06000006,S16000076,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000330,S02000060,S13002504,S06000003,S16000078,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000331,S02000054,S13002503,S06000003,S16000078,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000332,S02000054,S13002503,S06000003,S16000078,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000333,S02000061,S13002505,S06000001,S16000076,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000334,S02000054,S13002503,S06000003,S16000078,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000335,S02000061,S13002506,S06000003,S16000078,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000336,S02000059,S13002505,S06000006,S16000076,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000337,S02000060,S13002504,S06000003,S16000078,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000338,S02000060,S13002504,S06000003,S16000078,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000339,S02000060,S13002503,S06000003,S16000078,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000340,S02000061,S13002506,S06000003,S16000078,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000341,S02000065,S13002503,S06000003,S16000078,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000342,S02000065,S13002503,S06000003,S16000078,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000343,S02000060,S13002503,S06000003,S16000078,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000344,S02000065,S13002503,S06000003,S16000078,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000345,S02000062,S13002501,S06000003,S16000078,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000346,S02000063,S13002501,S06000003,S16000078,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000347,S02000062,S13002501,S06000003,S16000078,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000348,S02000063,S13002501,S06000003,S16000078,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000349,S02000063,S13002501,S06000003,S16000078,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000350,S02000062,S13002501,S06000003,S16000078,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000351,S02000063,S13002501,S06000003,S16000078,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000352,S02000063,S13002501,S06000003,S16000078,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000353,S02000062,S13002501,S06000003,S16000078,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000354,S02000064,S13002501,S06000003,S16000078,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000355,S02000063,S13002501,S06000003,S16000078,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000356,S02000061,S13002501,S06000003,S16000078,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000357,S02000064,S13002501,S06000003,S16000078,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000358,S02000064,S13002501,S06000003,S16000078,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000359,S02000064,S13002501,S06000003,S16000078,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000360,S02000056,S13002503,S06000003,S16000078,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000361,S02000061,S13002501,S06000003,S16000078,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000362,S02000066,S13002500,S06000003,S16000078,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000363,S02000068,S13002501,S06000003,S16000078,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000364,S02000065,S13002502,S06000003,S16000078,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000365,S02000066,S13002500,S06000003,S16000078,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000366,S02000066,S13002500,S06000003,S16000078,S14000037,S03000013,S12000034,S05000001,S08000020,S92000003
S01000367,S02000066,S13002500,S06000003,S16000078,S14000037,S03000013,S12000034,S05000001,S08000020,S92000003
S01000368,S02000068,S13002502,S06000003,S16000078,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000369,S02000069,S13002496,S06000004,S16000077,S14000037,S03000013,S12000034,S05000001,S08000020,S92000003
S01000370,S02000069,S13002496,S06000004,S16000077,S14000037,S03000013,S12000034,S05000001,S08000020,S92000003
S01000371,S02000068,S13002502,S06000003,S16000078,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000372,S02000067,S13002498,S06000003,S16000078,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000373,S02000067,S13002498,S06000003,S16000078,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000374,S02000068,S13002502,S06000003,S16000078,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000375,S02000067,S13002498,S06000003,S16000078,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000376,S02000067,S13002498,S06000003,S16000078,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000377,S02000073,S13002498,S06000003,S16000078,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000378,S02000067,S13002498,S06000003,S16000078,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000379,S02000070,S13002500,S06000002,S16000077,S14000037,S03000013,S12000034,S05000001,S08000020,S92000003
S01000380,S02000069,S13002496,S06000004,S16000077,S14000037,S03000013,S12000034,S05000001,S08000020,S92000003
S01000381,S02000066,S13002500,S06000003,S16000078,S14000037,S03000013,S12000034,S05000001,S08000020,S92000003
S01000382,S02000068,S13002502,S06000003,S16000078,S14000058,S03000013,S12000034,S05000001,S08000020,S92000003
S01000383,S02000070,S13002500,S06000002,S16000077,S14000037,S03000013,S12000034,S05000001,S08000020,S92000003
S01000384,S02000065,S13002502,S06000003,S16000078,S14000037,S03000013,S12000034,S05000001,S08000020,S92000003
S01000385,S02000069,S13002496,S06000004,S16000077,S14000037,S03000013,S12000034,S05000001,S08000020,S92000003
S01000386,S02000066,S13002500,S06000002,S16000078,S14000037,S03000013,S12000034,S05000001,S08000020,S92000003
S01000387,S02000070,S13002500,S06000002,S16000077,S14000037,S03000013,S12000034,S05000001,S08000020,S92000003
S01000388,S02000069,S13002496,S06000004,S16000077,S14000037,S03000013,S12000034,S05000001,S08000020,S92000003
S01000389,S02000070,S13002500,S06000002,S16000077,S14000037,S03000013,S12000034,S05000001,S08000020,S92000003
S01000390,S02000071,S13002499,S06000003,S16000077,S14000037,S03000013,S12000034,S05000001,S08000020,S92000003
S01000391,S02000071,S13002499,S06000003,S16000077,S14000037,S03000013,S12000034,S05000001,S08000020,S92000003
S01000392,S02000070,S13002500,S06000002,S16000077,S14000037,S03000013,S12000034,S05000001,S08000020,S92000003
S01000393,S02000071,S13002499,S06000003,S16000077,S14000037,S03000013,S12000034,S05000001,S08000020,S92000003
S01000394,S02000071,S13002499,S06000003,S16000077,S14000037,S03000013,S12000034,S05000001,S08000020,S92000003
S01000395,S02000068,S13002498,S06000003,S16000078,S14000037,S03000013,S12000034,S05000001,S08000020,S92000003
S01000396,S02000071,S13002499,S06000003,S16000077,S14000037,S03000013,S12000034,S05000001,S08000020,S92000003
S01000397,S02000072,S13002499,S06000003,S16000077,S14000037,S03000013,S12000034,S05000001,S08000020,S92000003
S01000398,S02000073,S13002499,S06000003,S16000077,S14000037,S03000013,S12000034,S05000001,S08000020,S92000003
S01000399,S02000071,S13002499,S06000002,S16000077,S14000037,S03000013,S12000034,S05000001,S08000020,S92000003
S01000400,S02000071,S13002499,S06000002,S16000077,S14000037,S03000013,S12000034,S05000001,S08000020,S92000003
S01000401,S02000080,S13002502,S06000003,S16000078,S14000037,S03000013,S12000034,S05000001,S08000020,S92000003
S01000402,S02000072,S13002499,S06000003,S16000077,S14000037,S03000013,S12000034,S05000001,S08000020,S92000003
S01000403,S02000072,S13002499,S06000003,S16000077,S14000037,S03000013,S12000034,S05000001,S08000020,S92000003
S01000404,S02000072,S13002499,S06000002,S16000077,S14000037,S03000013,S12000034,S05000001,S08000020,S92000003
S01000405,S02000078,S13002497,S06000004,S16000077,S14000037,S03000013,S12000034,S05000001,S08000020,S92000003
S01000406,S02000072,S13002499,S06000002,S16000077,S14000037,S03000013,S12000034,S05000001,S08000020,S92000003
S01000407,S02000072,S13002499,S06000002,S16000077,S14000037,S03000013,S12000034,S05000001,S08000020,S92000003
S01000408,S02000072,S13002499,S06000003,S16000077,S14000037,S03000013,S12000034,S05000001,S08000020,S92000003
S01000409,S02000072,S13002499,S06000002,S16000077,S14000037,S03000013,S12000034,S05000001,S08000020,S92000003
