DataZone,InterZone,MMWard,ROAL,SPConst,UKPConst,CHP,Council,ROAC,HB,CTRY
S01002583,S02000482,S13002622,S06000069,S16000092,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002584,S02000482,S13002622,S06000069,S16000092,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002585,S02000483,S13002623,S06000069,S16000092,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002586,S02000485,S13002623,S06000069,S16000092,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002587,S02000484,S13002623,S06000069,S16000092,S14000041,S03000006,S12000015,S05000014,S08000018,S92000003
S01002588,S02000484,S13002623,S06000069,S16000092,S14000041,S03000006,S12000015,S05000014,S08000018,S92000003
S01002589,S02000491,S13002618,S06000069,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002590,S02000484,S13002623,S06000069,S16000092,S14000041,S03000006,S12000015,S05000014,S08000018,S92000003
S01002591,S02000486,S13002622,S06000069,S16000092,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002592,S02000486,S13002622,S06000069,S16000092,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002593,S02000486,S13002622,S06000069,S16000092,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002594,S02000485,S13002623,S06000069,S16000092,S14000041,S03000006,S12000015,S05000014,S08000018,S92000003
S01002595,S02000482,S13002622,S06000069,S16000092,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002596,S02000487,S13002623,S06000069,S16000092,S14000041,S03000006,S12000015,S05000014,S08000018,S92000003
S01002597,S02000486,S13002622,S06000069,S16000092,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002598,S02000481,S13002623,S06000069,S16000092,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002599,S02000488,S13002622,S06000069,S16000092,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002600,S02000485,S13002623,S06000069,S16000092,S14000041,S03000006,S12000015,S05000014,S08000018,S92000003
S01002601,S02000488,S13002622,S06000069,S16000092,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002602,S02000487,S13002623,S06000069,S16000092,S14000041,S03000006,S12000015,S05000014,S08000018,S92000003
S01002603,S02000486,S13002622,S06000069,S16000092,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002604,S02000487,S13002623,S06000069,S16000092,S14000041,S03000006,S12000015,S05000014,S08000018,S92000003
S01002605,S02000488,S13002622,S06000069,S16000092,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002606,S02000488,S13002622,S06000069,S16000092,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002607,S02000489,S13002622,S06000069,S16000092,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002608,S02000487,S13002623,S06000069,S16000092,S14000041,S03000006,S12000015,S05000014,S08000018,S92000003
S01002609,S02000489,S13002622,S06000069,S16000092,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002610,S02000488,S13002622,S06000069,S16000092,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002611,S02000489,S13002622,S06000069,S16000092,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002612,S02000491,S13002618,S06000069,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002613,S02000508,S13002623,S06000069,S16000092,S14000041,S03000006,S12000015,S05000014,S08000018,S92000003
S01002614,S02000508,S13002623,S06000069,S16000092,S14000041,S03000006,S12000015,S05000014,S08000018,S92000003
S01002615,S02000490,S13002618,S06000070,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002616,S02000492,S13002621,S06000069,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002617,S02000501,S13002618,S06000070,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002618,S02000500,S13002627,S06000068,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002619,S02000492,S13002621,S06000069,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002620,S02000500,S13002627,S06000068,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002621,S02000493,S13002621,S06000069,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002622,S02000493,S13002621,S06000069,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002623,S02000493,S13002621,S06000069,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002624,S02000492,S13002621,S06000069,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002625,S02000493,S13002621,S06000069,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002626,S02000496,S13002620,S06000069,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002627,S02000491,S13002620,S06000069,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002628,S02000490,S13002618,S06000072,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002629,S02000492,S13002621,S06000069,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002630,S02000500,S13002627,S06000068,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002631,S02000490,S13002618,S06000072,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002632,S02000494,S13002621,S06000069,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002633,S02000494,S13002621,S06000069,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002634,S02000507,S13002627,S06000068,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002635,S02000495,S13002627,S06000068,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002636,S02000495,S13002627,S06000068,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002637,S02000494,S13002621,S06000069,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002638,S02000497,S13002621,S06000069,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002639,S02000499,S13002620,S06000069,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002640,S02000495,S13002627,S06000068,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002641,S02000490,S13002618,S06000072,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002642,S02000496,S13002621,S06000069,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002643,S02000496,S13002620,S06000069,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002644,S02000495,S13002627,S06000068,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002645,S02000494,S13002621,S06000069,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002646,S02000496,S13002620,S06000069,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002647,S02000501,S13002618,S06000070,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002648,S02000498,S13002625,S06000069,S16000092,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002649,S02000497,S13002621,S06000069,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002650,S02000491,S13002620,S06000072,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002651,S02000497,S13002621,S06000069,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002652,S02000496,S13002620,S06000069,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002653,S02000502,S13002621,S06000069,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002654,S02000507,S13002627,S06000068,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002655,S02000497,S13002621,S06000069,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002656,S02000497,S13002621,S06000069,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002657,S02000507,S13002627,S06000068,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002658,S02000499,S13002620,S06000069,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002659,S02000491,S13002620,S06000069,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002660,S02000502,S13002620,S06000069,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002661,S02000506,S13002618,S06000018,S16000100,S14000017,S03000006,S12000015,S05000005,S08000018,S92000003
S01002662,S02000500,S13002627,S06000068,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002663,S02000503,S13002620,S06000069,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002664,S02000503,S13002620,S06000069,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002665,S02000506,S13002618,S06000063,S16000100,S14000017,S03000006,S12000015,S05000013,S08000018,S92000003
S01002666,S02000501,S13002618,S06000070,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002667,S02000502,S13002620,S06000069,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002668,S02000501,S13002618,S06000070,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002669,S02000504,S13002620,S06000069,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002670,S02000503,S13002620,S06000069,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002671,S02000499,S13002619,S06000069,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002672,S02000502,S13002620,S06000069,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002673,S02000504,S13002620,S06000069,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002674,S02000506,S13002618,S06000018,S16000100,S14000017,S03000006,S12000015,S05000005,S08000018,S92000003
S01002675,S02000503,S13002620,S06000069,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002676,S02000505,S13002619,S06000069,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002677,S02000504,S13002619,S06000069,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002678,S02000509,S13002620,S06000069,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002679,S02000504,S13002619,S06000069,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002680,S02000505,S13002619,S06000069,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002681,S02000509,S13002620,S06000069,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002682,S02000498,S13002620,S06000069,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002683,S02000506,S13002618,S06000018,S16000100,S14000017,S03000006,S12000015,S05000005,S08000018,S92000003
S01002684,S02000505,S13002619,S06000069,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002685,S02000505,S13002619,S06000069,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002686,S02000507,S13002627,S06000068,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002687,S02000510,S13002620,S06000069,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002688,S02000510,S13002619,S06000069,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002689,S02000510,S13002619,S06000069,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002690,S02000509,S13002619,S06000069,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002691,S02000509,S13002619,S06000069,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002692,S02000505,S13002619,S06000069,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002693,S02000510,S13002619,S06000069,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002694,S02000511,S13002618,S06000072,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002695,S02000508,S13002627,S06000069,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002696,S02000498,S13002625,S06000069,S16000092,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002697,S02000521,S13002618,S06000072,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002698,S02000498,S13002625,S06000069,S16000092,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002699,S02000510,S13002619,S06000069,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002700,S02000511,S13002618,S06000072,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002701,S02000511,S13002618,S06000072,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002702,S02000511,S13002618,S06000072,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002703,S02000513,S13002619,S06000069,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002704,S02000513,S13002619,S06000069,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002705,S02000508,S13002625,S06000069,S16000092,S14000041,S03000006,S12000015,S05000014,S08000018,S92000003
S01002706,S02000512,S13002627,S06000068,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002707,S02000514,S13002625,S06000069,S16000092,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002708,S02000511,S13002618,S06000072,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002709,S02000512,S13002629,S06000070,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002710,S02000513,S13002624,S06000069,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002711,S02000514,S13002625,S06000069,S16000092,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002712,S02000513,S13002625,S06000068,S16000092,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002713,S02000512,S13002629,S06000070,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002714,S02000512,S13002629,S06000070,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002715,S02000514,S13002625,S06000069,S16000092,S14000041,S03000006,S12000015,S05000014,S08000018,S92000003
S01002716,S02000521,S13002618,S06000072,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002717,S02000516,S13002629,S06000070,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002718,S02000515,S13002625,S06000069,S16000092,S14000041,S03000006,S12000015,S05000014,S08000018,S92000003
S01002719,S02000515,S13002625,S06000069,S16000092,S14000041,S03000006,S12000015,S05000014,S08000018,S92000003
S01002720,S02000517,S13002627,S06000070,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002721,S02000515,S13002625,S06000069,S16000092,S14000041,S03000006,S12000015,S05000014,S08000018,S92000003
S01002722,S02000516,S13002629,S06000070,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002723,S02000515,S13002625,S06000069,S16000092,S14000041,S03000006,S12000015,S05000014,S08000018,S92000003
S01002724,S02000518,S13002629,S06000070,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002725,S02000519,S13002625,S06000069,S16000092,S14000041,S03000006,S12000015,S05000014,S08000018,S92000003
S01002726,S02000516,S13002630,S06000070,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002727,S02000517,S13002627,S06000070,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002728,S02000519,S13002625,S06000068,S16000092,S14000041,S03000006,S12000015,S05000014,S08000018,S92000003
S01002729,S02000517,S13002627,S06000070,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002730,S02000516,S13002630,S06000070,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002731,S02000520,S13002629,S06000070,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002732,S02000518,S13002629,S06000070,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002733,S02000520,S13002629,S06000070,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002734,S02000519,S13002625,S06000068,S16000092,S14000041,S03000006,S12000015,S05000014,S08000018,S92000003
S01002735,S02000522,S13002630,S06000070,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002736,S02000519,S13002625,S06000068,S16000092,S14000041,S03000006,S12000015,S05000014,S08000018,S92000003
S01002737,S02000518,S13002629,S06000070,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002738,S02000520,S13002629,S06000070,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002739,S02000521,S13002618,S06000072,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002740,S02000519,S13002625,S06000068,S16000092,S14000041,S03000006,S12000015,S05000014,S08000018,S92000003
S01002741,S02000518,S13002629,S06000070,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002742,S02000520,S13002629,S06000070,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002743,S02000524,S13002630,S06000070,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002744,S02000522,S13002630,S06000070,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002745,S02000525,S13002625,S06000068,S16000092,S14000041,S03000006,S12000015,S05000014,S08000018,S92000003
S01002746,S02000523,S13002629,S06000070,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002747,S02000524,S13002629,S06000070,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002748,S02000522,S13002630,S06000070,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002749,S02000526,S13002629,S06000070,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002750,S02000525,S13002626,S06000069,S16000092,S14000041,S03000006,S12000015,S05000014,S08000018,S92000003
S01002751,S02000526,S13002629,S06000070,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002752,S02000529,S13002626,S06000069,S16000092,S14000041,S03000006,S12000015,S05000014,S08000018,S92000003
S01002753,S02000523,S13002628,S06000070,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002754,S02000522,S13002630,S06000070,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002755,S02000526,S13002629,S06000070,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002756,S02000528,S13002630,S06000070,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002757,S02000529,S13002626,S06000068,S16000092,S14000041,S03000006,S12000015,S05000014,S08000018,S92000003
S01002758,S02000527,S13002628,S06000070,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002759,S02000524,S13002630,S06000070,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002760,S02000529,S13002626,S06000068,S16000092,S14000041,S03000006,S12000015,S05000014,S08000018,S92000003
S01002761,S02000530,S13002630,S06000070,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002762,S02000525,S13002626,S06000068,S16000092,S14000041,S03000006,S12000015,S05000014,S08000018,S92000003
S01002763,S02000527,S13002628,S06000070,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002764,S02000524,S13002629,S06000070,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002765,S02000530,S13002630,S06000070,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002766,S02000528,S13002630,S06000070,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002767,S02000523,S13002628,S06000070,S16000127,S14000036,S03000008,S12000015,S05000014,S08000018,S92000003
S01002768,S02000523,S13002628,S06000070,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002769,S02000527,S13002628,S06000070,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002770,S02000528,S13002630,S06000070,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002771,S02000526,S13002628,S06000070,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002772,S02000521,S13002618,S06000072,S16000100,S14000017,S03000006,S12000015,S05000014,S08000018,S92000003
S01002773,S02000528,S13002630,S06000070,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002774,S02000527,S13002628,S06000070,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002775,S02000524,S13002630,S06000070,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002776,S02000526,S13002628,S06000070,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002777,S02000525,S13002626,S06000068,S16000092,S14000041,S03000006,S12000015,S05000014,S08000018,S92000003
S01002778,S02000529,S13002626,S06000068,S16000092,S14000041,S03000006,S12000015,S05000014,S08000018,S92000003
S01002779,S02000530,S13002630,S06000070,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002780,S02000526,S13002628,S06000070,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002781,S02000535,S13002628,S06000070,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002782,S02000530,S13002630,S06000070,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002783,S02000534,S13002626,S06000068,S16000092,S14000036,S03000006,S12000015,S05000014,S08000018,S92000003
S01002784,S02000528,S13002630,S06000070,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002785,S02000532,S13002624,S06000068,S16000092,S14000041,S03000006,S12000015,S05000014,S08000018,S92000003
S01002786,S02000529,S13002626,S06000068,S16000092,S14000041,S03000006,S12000015,S05000014,S08000018,S92000003
S01002787,S02000535,S13002628,S06000070,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002788,S02000535,S13002628,S06000070,S16000127,S14000036,S03000008,S12000015,S05000014,S08000018,S92000003
S01002789,S02000533,S13002628,S06000070,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002790,S02000531,S13002624,S06000068,S16000092,S14000041,S03000006,S12000015,S05000014,S08000018,S92000003
S01002791,S02000532,S13002624,S06000068,S16000092,S14000041,S03000006,S12000015,S05000014,S08000018,S92000003
S01002792,S02000531,S13002624,S06000068,S16000092,S14000041,S03000006,S12000015,S05000014,S08000018,S92000003
S01002793,S02000530,S13002630,S06000070,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002794,S02000529,S13002626,S06000068,S16000092,S14000041,S03000006,S12000015,S05000014,S08000018,S92000003
S01002795,S02000533,S13002628,S06000070,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002796,S02000531,S13002624,S06000068,S16000092,S14000041,S03000006,S12000015,S05000014,S08000018,S92000003
S01002797,S02000533,S13002628,S06000070,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002798,S02000532,S13002624,S06000068,S16000092,S14000041,S03000006,S12000015,S05000014,S08000018,S92000003
S01002799,S02000531,S13002624,S06000068,S16000092,S14000041,S03000006,S12000015,S05000014,S08000018,S92000003
S01002800,S02000533,S13002628,S06000070,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002801,S02000534,S13002626,S06000068,S16000092,S14000036,S03000006,S12000015,S05000014,S08000018,S92000003
S01002802,S02000533,S13002628,S06000070,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002803,S02000532,S13002624,S06000068,S16000092,S14000041,S03000006,S12000015,S05000014,S08000018,S92000003
S01002804,S02000534,S13002626,S06000068,S16000092,S14000036,S03000006,S12000015,S05000014,S08000018,S92000003
S01002805,S02000534,S13002626,S06000068,S16000092,S14000036,S03000006,S12000015,S05000014,S08000018,S92000003
S01002806,S02000535,S13002628,S06000070,S16000127,S14000041,S03000008,S12000015,S05000014,S08000018,S92000003
S01002807,S02000534,S13002626,S06000068,S16000092,S14000036,S03000006,S12000015,S05000014,S08000018,S92000003
S01002808,S02000534,S13002626,S06000068,S16000092,S14000036,S03000006,S12000015,S05000014,S08000018,S92000003
S01002809,S02000536,S13002624,S06000068,S16000092,S14000041,S03000006,S12000015,S05000014,S08000018,S92000003
S01002810,S02000537,S13002640,S06000070,S16000127,S14000036,S03000008,S12000015,S05000014,S08000018,S92000003
S01002811,S02000537,S13002640,S06000072,S16000127,S14000036,S03000008,S12000015,S05000014,S08000018,S92000003
S01002812,S02000534,S13002626,S06000068,S16000092,S14000036,S03000006,S12000015,S05000014,S08000018,S92000003
S01002813,S02000536,S13002624,S06000068,S16000092,S14000041,S03000006,S12000015,S05000014,S08000018,S92000003
S01002814,S02000539,S13002633,S06000070,S16000129,S14000036,S03000007,S12000015,S05000014,S08000018,S92000003
S01002815,S02000536,S13002624,S06000068,S16000092,S14000041,S03000006,S12000015,S05000014,S08000018,S92000003
S01002816,S02000536,S13002624,S06000068,S16000092,S14000041,S03000006,S12000015,S05000014,S08000018,S92000003
S01002817,S02000538,S13002624,S06000068,S16000092,S14000041,S03000006,S12000015,S05000014,S08000018,S92000003
S01002818,S02000539,S13002633,S06000070,S16000129,S14000036,S03000007,S12000015,S05000014,S08000018,S92000003
S01002819,S02000538,S13002624,S06000068,S16000092,S14000041,S03000006,S12000015,S05000014,S08000018,S92000003
S01002820,S02000538,S13002624,S06000068,S16000092,S14000041,S03000006,S12000015,S05000014,S08000018,S92000003
S01002821,S02000537,S13002640,S06000072,S16000127,S14000036,S03000008,S12000015,S05000014,S08000018,S92000003
S01002822,S02000538,S13002624,S06000068,S16000092,S14000041,S03000006,S12000015,S05000014,S08000018,S92000003
S01002823,S02000540,S13002640,S06000072,S16000127,S14000036,S03000008,S12000015,S05000014,S08000018,S92000003
S01002824,S02000539,S13002633,S06000070,S16000129,S14000036,S03000007,S12000015,S05000014,S08000018,S92000003
S01002825,S02000540,S13002640,S06000072,S16000127,S14000036,S03000008,S12000015,S05000014,S08000018,S92000003
S01002826,S02000540,S13002640,S06000071,S16000127,S14000036,S03000008,S12000015,S05000014,S08000018,S92000003
S01002827,S02000539,S13002631,S06000068,S16000129,S14000036,S03000006,S12000015,S05000014,S08000018,S92000003
S01002828,S02000542,S13002631,S06000070,S16000129,S14000036,S03000007,S12000015,S05000014,S08000018,S92000003
S01002829,S02000540,S13002640,S06000071,S16000127,S14000036,S03000008,S12000015,S05000014,S08000018,S92000003
S01002830,S02000541,S13002640,S06000071,S16000127,S14000036,S03000008,S12000015,S05000014,S08000018,S92000003
S01002831,S02000539,S13002631,S06000068,S16000129,S14000036,S03000006,S12000015,S05000014,S08000018,S92000003
S01002832,S02000542,S13002631,S06000070,S16000129,S14000036,S03000007,S12000015,S05000014,S08000018,S92000003
S01002833,S02000542,S13002631,S06000070,S16000129,S14000036,S03000007,S12000015,S05000014,S08000018,S92000003
S01002834,S02000541,S13002640,S06000071,S16000127,S14000036,S03000008,S12000015,S05000014,S08000018,S92000003
S01002835,S02000541,S13002640,S06000071,S16000127,S14000036,S03000008,S12000015,S05000014,S08000018,S92000003
